,Player Name,Champion,Win,Side,Kills,Deaths,Assists,KDA,CS,SSpell 1,SSpell 2,End Level,First Blood?,Gold Earned,Gold Spent,Item1,Item2,Item3,Item4,Item5,Item6,Magic Dmg,Physical Dmg,Lane,Role
0,RATIRLonNA,Twitch,True,Side.blue,8,7,8,2.2857142857142856,299,Flash,Ignite,18,False,16512,14750,Blade of the Ruined King,,The Bloodthirster,Lord Dominik's Regards,Runaan's Hurricane,Berserker's Greaves,1011,217126,Lane.top_lane,Role.solo
1,TQS Zuardian,Azir,True,Side.blue,11,7,7,2.5714285714285716,270,Ignite,Flash,17,False,16287,14950,Rabadon's Deathcap,Liandry's Torment,Nashor's Tooth,Doran's Ring,Sorcerer's Shoes,Rylai's Crystal Scepter,197676,13265,Lane.mid_lane,Role.solo
2,SKY Fear,Jhin,True,Side.blue,8,7,12,2.857142857142857,265,Flash,Heal,17,False,16124,15075,Lord Dominik's Regards,Null-Magic Mantle,Boots of Swiftness,Rapid Firecannon,Infinity Edge,Essence Reaver,11818,192319,Lane.bot_lane,Role.carry
3,DumPooPoo,Alistar,True,Side.blue,2,8,13,1.875,65,Exhaust,Flash,14,False,10726,11355,Warmog's Armor,Locket of the Iron Solari,Eye of the Equinox,Control Ward,Glacial Shroud,Mercury's Treads,17611,11618,Lane.bot_lane,Role.support
4,jamican banana,Ivern,True,Side.blue,9,6,13,3.6666666666666665,101,Smite,Flash,17,False,14509,12075,Ionian Boots of Lucidity,Hextech Protobelt-01,Enchantment: Runic Echoes,Athene's Unholy Grail,Mejai's Soulstealer,Guardian Angel,53331,14895,Lane.jungle,Role.none
5,Rip Cig,Vel'Koz,False,Side.red,16,7,9,3.5714285714285716,215,Flash,Ghost,18,True,17558,17600,Rabadon's Deathcap,Void Staff,Luden's Echo,Morellonomicon,Ionian Boots of Lucidity,Liandry's Torment,164289,10641,Lane.mid_lane,Role.solo
6,Gamer Girl,Vayne,False,Side.red,4,10,8,1.2,213,Flash,Heal,16,False,13863,12700,Berserker's Greaves,Statikk Shiv,Quicksilver Sash,Vampiric Scepter,Phantom Dancer,Infinity Edge,53918,103219,Lane.bot_lane,Role.carry
7,Gweiss,Hecarim,False,Side.red,9,11,10,1.7272727272727273,179,Smite,Ghost,16,False,14702,14528,Enchantment: Cinderhulk,Randuin's Omen,Trinity Force,Dead Man's Plate,Ninja Tabi,Negatron Cloak,29120,128220,Lane.jungle,Role.none
8,Carrots2,Janna,False,Side.red,2,8,16,2.25,26,Flash,Exhaust,15,False,12066,11275,Eye of the Watchers,Redemption,Locket of the Iron Solari,Forbidden Idol,Knight's Vow,Ionian Boots of Lucidity,11636,7556,Lane.bot_lane,Role.support
9,Quad Main,Singed,False,Side.red,4,2,6,5.0,310,Ghost,Teleport,18,False,15246,14975,Righteous Glory,Randuin's Omen,Zz'Rot Portal,Spectre's Cowl,Rylai's Crystal Scepter,Ninja Tabi,185514,6934,Lane.top_lane,Role.solo
