,Player Name,Champion,Win,Side,Kills,Deaths,Assists,KDA,CS,SSpell 1,SSpell 2,End Level,First Blood?,Gold Earned,Gold Spent,Item1,Item2,Item3,Item4,Item5,Item6,Magic Dmg,Physical Dmg,Lane,Role
0,MrKao,Maokai,False,Side.blue,6,6,6,2.0,120,Flash,Teleport,13,False,8457,8175,Corrupting Potion,Hextech Protobelt-01,Mercury's Treads,Doran's Ring,Spirit Visage,Ruby Crystal,72788,12961,Lane.top_lane,Role.solo
1,BlackFoxxx,Varus,False,Side.blue,2,7,12,2.0,131,Flash,Heal,12,False,8366,8050,Ionian Boots of Lucidity,Manamune,Duskblade of Draktharr,,,,3952,77012,Lane.bot_lane,Role.carry
2,WhiteLilynette,Zyra,False,Side.blue,4,6,7,1.8333333333333333,121,Exhaust,Flash,12,False,8059,8105,Needlessly Large Rod,Mejai's Soulstealer,Blasting Wand,Sorcerer's Shoes,Aether Wisp,Doran's Ring,71064,10309,Lane.mid_lane,Role.solo
3,LaPetitePrincess,Kennen,False,Side.blue,1,10,9,1.0,31,Flash,Exhaust,11,False,6394,5835,Amplifying Tome,Face of the Mountain,Sightstone,Ionian Boots of Lucidity,Seeker's Armguard,,20023,4780,Lane.bot_lane,Role.support
4,08 18 2015,Pantheon,False,Side.blue,7,6,4,1.8333333333333333,66,Flash,Smite,11,False,8046,8575,Ruby Crystal,Enchantment: Warrior,Maw of Malmortius,Mercury's Treads,,,7193,49757,Lane.jungle,Role.none
5,Pat the Bunny,Lee Sin,True,Side.red,9,5,12,4.2,110,Smite,Flash,13,False,12256,10375,Tiamat,Redemption,Enchantment: Warrior,Locket of the Iron Solari,Boots of Swiftness,Spectre's Cowl,12911,73201,Lane.jungle,Role.none
6,Smartcloud,Sion,True,Side.red,1,4,22,5.75,72,Flash,Exhaust,13,False,10263,8550,Ohmwrecker,Refillable Potion,Eye of the Equinox,Redemption,Ionian Boots of Lucidity,,20209,35085,Lane.bot_lane,Role.support
7,GodMeru,Ekko,True,Side.red,5,6,11,2.6666666666666665,181,Flash,Teleport,14,False,11588,10363,The Dark Seal,Trinity Force,Chain Vest,Sunfire Cape,Giant's Belt,Boots of Swiftness,82610,38629,Lane.top_lane,Role.solo
8,Toll,Vayne,True,Side.red,11,2,11,11.0,241,Flash,Heal,15,True,15331,11950,Quicksilver Sash,Infinity Edge,Hexdrinker,Statikk Shiv,Zeal,Berserker's Greaves,47444,150160,Lane.bot_lane,Role.carry
9,Program,Ryze,True,Side.red,9,3,5,4.666666666666667,167,Ghost,Flash,13,False,12194,8185,Seraph's Embrace,Refillable Potion,Ionian Boots of Lucidity,Rod of Ages,Fiendish Codex,Amplifying Tome,115183,11525,Lane.mid_lane,Role.solo
