,Player Name,Champion,Win,Side,Kills,Deaths,Assists,KDA,CS,SSpell 1,SSpell 2,End Level,First Blood?,Gold Earned,Gold Spent,Item1,Item2,Item3,Item4,Item5,Item6,Magic Dmg,Physical Dmg,Lane,Role
0,TheHiddenMist,Lee Sin,False,Side.blue,3,9,5,0.8888888888888888,143,Flash,Smite,15,False,11677,11150,Enchantment: Cinderhulk,Randuin's Omen,The Black Cleaver,Refillable Potion,Spectre's Cowl,Ninja Tabi,26474,95563,Lane.jungle,Role.none
1,Nwok,Nautilus,False,Side.blue,2,9,14,1.7777777777777777,37,Flash,Exhaust,14,False,10011,9525,Locket of the Iron Solari,Face of the Mountain,Redemption,Ruby Sightstone,Boots of Mobility,,18058,6213,Lane.bot_lane,Role.support
2,A Bottle Of,Jhin,False,Side.blue,7,7,9,2.2857142857142856,186,Flash,Heal,14,True,12354,12050,Doran's Blade,Essence Reaver,Ionian Boots of Lucidity,Infinity Edge,Rapid Firecannon,Long Sword,8843,129820,Lane.bot_lane,Role.carry
3,kàylè,Kayle,False,Side.blue,10,8,6,2.0,214,Ghost,Flash,16,False,14021,13125,Guinsoo's Rageblade,Quicksilver Sash,Wit's End,Giant's Belt,Ionian Boots of Lucidity,Nashor's Tooth,97323,35520,Lane.jungle,Role.none
4,Beuca,Yasuo,False,Side.blue,11,8,5,2.0,199,Teleport,Flash,16,False,13401,13575,Infinity Edge,Mortal Reminder,,Mercury's Treads,Phantom Dancer,Guardian Angel,25495,124728,Lane.top_lane,Role.solo
5,simple is best,Cassiopeia,True,Side.red,11,6,16,4.5,228,Exhaust,Flash,17,False,16119,14135,Doran's Ring,Seraph's Embrace,Rabadon's Deathcap,Morellonomicon,Amplifying Tome,Rylai's Crystal Scepter,169044,10372,Lane.mid_lane,Role.solo
6,Permanent LovE,Dr. Mundo,True,Side.red,6,6,13,3.1666666666666665,178,Flash,Teleport,17,False,13476,11575,Doran's Shield,Sunfire Cape,Randuin's Omen,Boots of Swiftness,Spirit Visage,Jaurim's Fist,80354,49986,Lane.top_lane,Role.solo
7,Bonzen,Thresh,True,Side.red,2,9,19,2.3333333333333335,30,Flash,Exhaust,14,False,10154,9100,Boots of Mobility,Redemption,Locket of the Iron Solari,Eye of the Equinox,Chalice of Harmony,Control Ward,8701,6570,Lane.bot_lane,Role.support
8,Fiesta Splinter,Graves,True,Side.red,20,2,11,15.5,218,Smite,Flash,18,False,18538,14025,Enchantment: Warrior,Phantom Dancer,Phage,Berserker's Greaves,Death's Dance,Mortal Reminder,2335,220098,Lane.jungle,Role.none
9,Barclay Kaina,Vayne,True,Side.red,2,10,11,1.3,182,Flash,Heal,15,False,12160,12555,Statikk Shiv,Berserker's Greaves,B. F. Sword,Phantom Dancer,Total Biscuit of Rejuvenation,Infinity Edge,31462,71277,Lane.bot_lane,Role.carry
