,Player Name,Champion,Win,Side,Kills,Deaths,Assists,KDA,CS,SSpell 1,SSpell 2,End Level,First Blood?,Gold Earned,Gold Spent,Item1,Item2,Item3,Item4,Item5,Item6,Magic Dmg,Physical Dmg,Lane,Role
0,Sourpatchkids,Lee Sin,True,Side.blue,6,4,12,4.5,129,Flash,Smite,15,True,11993,10680,Banshee's Veil,,Dead Man's Plate,Enchantment: Warrior,Ninja Tabi,Tiamat,21314,84682,Lane.jungle,Role.none
1,bvcx222,Bard,True,Side.blue,3,3,20,7.666666666666667,12,Flash,Ignite,14,False,10752,9125,Ruby Sightstone,Redemption,,Null-Magic Mantle,Knight's Vow,Boots of Mobility,14010,6633,Lane.bot_lane,Role.support
2,Destinedwithin,Caitlyn,True,Side.blue,5,4,10,3.75,241,Flash,Heal,15,False,14024,11725,Doran's Blade,Berserker's Greaves,Infinity Edge,Runaan's Hurricane,Phantom Dancer,B. F. Sword,349,184672,Lane.bot_lane,Role.carry
3,Gourish,Fiora,True,Side.blue,6,6,6,2.0,247,Teleport,Flash,17,False,13756,12050,The Black Cleaver,Doran's Shield,Ravenous Hydra,Cloth Armor,Ninja Tabi,Spirit Visage,1162,145654,Lane.top_lane,Role.solo
4,Pht,Katarina,True,Side.blue,15,5,11,5.2,203,Ignite,Flash,16,False,15521,14800,Rabadon's Deathcap,Hextech Gunblade,,Liandry's Torment,Void Staff,Sorcerer's Shoes,128088,20825,Lane.mid_lane,Role.solo
5,platinum piggy,Jhin,False,Side.red,3,8,7,1.25,165,Heal,Flash,13,False,9978,9250,Doran's Blade,Infinity Edge,Ionian Boots of Lucidity,Rapid Firecannon,Zeal,Dagger,2700,100639,Lane.bot_lane,Role.carry
6,Peridot,Ekko,False,Side.red,9,5,3,2.4,249,Teleport,Flash,17,False,13823,13375,Guardian Angel,Ionian Boots of Lucidity,Rod of Ages,Iceborn Gauntlet,Liandry's Torment,Fiendish Codex,157470,31367,Lane.top_lane,Role.solo
7,EnVy Nien,Kha'Zix,False,Side.red,9,6,6,2.5,166,Flash,Smite,16,False,13628,13400,Enchantment: Warrior,Maw of Malmortius,Serrated Dirk,Boots of Mobility,Duskblade of Draktharr,B. F. Sword,7202,176811,Lane.jungle,Role.none
8,ChallengerNation,Alistar,False,Side.red,0,10,8,0.8,45,Exhaust,Flash,12,False,7752,7200,Boots of Mobility,Targon's Brace,Kindlegem,Ruby Sightstone,,Guardian Angel,20098,8844,Lane.bot_lane,Role.support
9,DJ Holiday,Annie,False,Side.red,1,6,8,1.5,161,Ghost,Flash,14,False,9698,8960,Doran's Ring,Rod of Ages,Luden's Echo,Sorcerer's Shoes,Amplifying Tome,Blasting Wand,76095,7838,Lane.mid_lane,Role.solo
