,Player Name,Champion,Win,Side,Kills,Deaths,Assists,KDA,CS,SSpell 1,SSpell 2,End Level,First Blood?,Gold Earned,Gold Spent,Item1,Item2,Item3,Item4,Item5,Item6,Magic Dmg,Physical Dmg,Lane,Role
0,Derekkk,Shyvana,False,Side.blue,12,6,5,2.8333333333333335,244,Smite,Flash,18,False,17828,16850,Titanic Hydra,Zz'Rot Portal,Enchantment: Cinderhulk,Mercury's Treads,Dead Man's Plate,Spirit Visage,139935,120973,Lane.jungle,Role.none
1,OrionSword,Bard,False,Side.blue,3,11,11,1.2727272727272727,29,Flash,Ignite,15,False,12402,11475,Locket of the Iron Solari,Redemption,Frost Queen's Claim,Ruby Sightstone,Boots of Mobility,Mikael's Crucible,34002,6826,Lane.bot_lane,Role.support
2,Galihleo,Ekko,False,Side.blue,10,4,7,4.25,314,Flash,Exhaust,18,False,18164,19205,Void Staff,Morellonomicon,Zhonya's Hourglass,Sorcerer's Shoes,Lich Bane,Needlessly Large Rod,241602,34186,Lane.mid_lane,Role.solo
3,theuberone,Kled,False,Side.blue,5,6,8,2.1666666666666665,204,Flash,Ignite,17,False,14450,14150,Doran's Blade,Ravenous Hydra,The Black Cleaver,Boots of Swiftness,Death's Dance,Sterak's Gage,0,153010,Lane.top_lane,Role.solo
4,sangy1,Jhin,False,Side.blue,3,6,16,3.1666666666666665,258,Flash,Heal,18,False,16018,16200,Last Whisper,Boots of Swiftness,Rapid Firecannon,Essence Reaver,Infinity Edge,Phantom Dancer,10266,211612,Lane.bot_lane,Role.carry
5,BreatheYourLast,Ryze,True,Side.red,8,3,4,4.0,280,Ghost,Flash,18,False,16999,15475,Abyssal Scepter,Seraph's Embrace,Morellonomicon,Rod of Ages,Void Staff,Ionian Boots of Lucidity,252072,13853,Lane.mid_lane,Role.solo
6,fishyfoodguy,Nami,True,Side.red,2,8,19,2.625,18,Flash,Exhaust,16,False,12683,10225,Ruby Sightstone,Frost Queen's Claim,Redemption,Boots of Mobility,Zeke's Harbinger,Chalice of Harmony,18570,4292,Lane.bot_lane,Role.support
7,WatchThePower,Nunu,True,Side.red,7,5,18,5.0,221,Flash,Smite,18,True,16573,14725,Spirit Visage,Titanic Hydra,Mercury's Treads,Enchantment: Cinderhulk,Dead Man's Plate,Warden's Mail,62512,103989,Lane.jungle,Role.none
8,Peynis,Draven,True,Side.red,11,9,6,1.8888888888888888,295,Heal,Flash,18,False,19421,17975,Essence Reaver,Mercurial Scimitar,Rapid Firecannon,Berserker's Greaves,Infinity Edge,Lord Dominik's Regards,8926,267043,Lane.bot_lane,Role.carry
9,lalalalalalboy,Varus,True,Side.red,5,8,13,2.25,353,Flash,Heal,18,False,18284,16225,Infinity Edge,Essence Reaver,B. F. Sword,Berserker's Greaves,Lord Dominik's Regards,Runaan's Hurricane,32651,283421,Lane.top_lane,Role.solo
