,Player Name,Champion,Win,Side,Kills,Deaths,Assists,KDA,CS,SSpell 1,SSpell 2,End Level,First Blood?,Gold Earned,Gold Spent,Item1,Item2,Item3,Item4,Item5,Item6,Magic Dmg,Physical Dmg,Lane,Role
0,Snaffs,Zyra,True,Side.blue,5,5,19,4.8,46,Exhaust,Flash,14,False,13063,12905,Frost Queen's Claim,Sorcerer's Shoes,Ruby Sightstone,Rylai's Crystal Scepter,Void Staff,Seeker's Armguard,44047,7374,Lane.bot_lane,Role.support
1,CallMeFrost,Jhin,True,Side.blue,6,4,17,5.75,205,Heal,Flash,16,False,13720,12050,Last Whisper,Boots of Swiftness,Infinity Edge,Statikk Shiv,Rapid Firecannon,Long Sword,28419,150236,Lane.bot_lane,Role.carry
2,dog baby,Lee Sin,True,Side.blue,6,5,21,5.4,139,Flash,Smite,17,True,13882,11350,Randuin's Omen,Tiamat,Enchantment: Warrior,Ninja Tabi,Dead Man's Plate,Ruby Crystal,21382,127428,Lane.jungle,Role.none
3,n0rthpaw,Irelia,True,Side.blue,14,4,10,6.0,242,Teleport,Flash,17,False,16501,14658,Randuin's Omen,Titanic Hydra,Trinity Force,Mercury's Treads,Frozen Heart,,4512,141271,Lane.top_lane,Role.solo
4,ardnaxela,Viktor,True,Side.blue,6,8,13,2.375,197,Flash,Ghost,16,False,13662,11575,Perfect Hex Core,Rylai's Crystal Scepter,Lich Bane,,,Ionian Boots of Lucidity,143590,13164,Lane.mid_lane,Role.solo
5,Vladimir96srb,Nasus,False,Side.red,2,7,8,1.4285714285714286,169,Flash,Teleport,15,False,10657,10333,Doran's Ring,Spectre's Cowl,Doran's Ring,Trinity Force,Mercury's Treads,Dead Man's Plate,94453,39052,Lane.top_lane,Role.solo
6,EternalShock,Vayne,False,Side.red,6,10,6,1.2,222,Flash,Heal,15,False,12422,11930,Doran's Blade,Statikk Shiv,Berserker's Greaves,The Bloodthirster,Infinity Edge,,23281,119011,Lane.bot_lane,Role.carry
7,bae af,Kha'Zix,False,Side.red,15,5,3,3.6,224,Smite,Flash,17,False,15705,14825,Randuin's Omen,Duskblade of Draktharr,Chain Vest,Mercury's Treads,Enchantment: Warrior,Death's Dance,7395,218849,Lane.jungle,Role.none
8,Keitron,Aurelion Sol,False,Side.red,2,9,10,1.3333333333333333,215,Ghost,Flash,15,False,10798,10305,Rylai's Crystal Scepter,Hextech GLP-800,Boots of Swiftness,Amplifying Tome,Spectre's Cowl,Negatron Cloak,133306,5290,Lane.mid_lane,Role.solo
9,Unstopebble,Karma,False,Side.red,1,6,14,2.5,33,Flash,Exhaust,13,False,9749,9000,Eye of the Watchers,Redemption,Mikael's Crucible,Aegis of the Legion,Ionian Boots of Lucidity,,27347,3104,Lane.bot_lane,Role.support
