,Player Name,Champion,Win,Side,Kills,Deaths,Assists,KDA,CS,SSpell 1,SSpell 2,End Level,First Blood?,Gold Earned,Gold Spent,Item1,Item2,Item3,Item4,Item5,Item6,Magic Dmg,Physical Dmg,Lane,Role
0,No HandleBards ,Kha'Zix,True,Side.blue,11,1,7,18.0,167,Smite,Flash,17,False,15355,13450,Guardian Angel,Ravenous Hydra,,The Black Cleaver,Enchantment: Warrior,Boots of Swiftness,7236,179330,Lane.jungle,Role.none
1,West Coast Carry,Jayce,True,Side.blue,7,8,12,2.375,178,Flash,Teleport,15,False,13695,13525,Giant Slayer,Youmuu's Ghostblade,Maw of Malmortius,Boots of Swiftness,Duskblade of Draktharr,Last Whisper,15491,106768,Lane.top_lane,Role.solo
2,2nd Time 2nd,Corki,True,Side.blue,6,7,11,2.4285714285714284,277,Flash,Teleport,18,False,15546,13133,Hextech Gunblade,Trinity Force,Rapid Firecannon,Blasting Wand,Corrupting Potion,Sorcerer's Shoes,155712,50678,Lane.mid_lane,Role.solo
3,C L,Zyra,True,Side.blue,4,6,14,3.0,27,Flash,Exhaust,15,False,11263,10450,Zhonya's Hourglass,Ruby Sightstone,Control Ward,Sorcerer's Shoes,Liandry's Torment,Spellthief's Edge,51717,4722,Lane.bot_lane,Role.support
4,rikarawr,Caitlyn,True,Side.blue,7,6,12,3.1666666666666665,293,Flash,Heal,17,False,17315,15550,Chain Vest,Infinity Edge,The Bloodthirster,Berserker's Greaves,Rapid Firecannon,Runaan's Hurricane,3714,257969,Lane.bot_lane,Role.carry
5,Adrian Riven,Riven,False,Side.red,8,6,4,2.0,226,Teleport,Flash,16,False,13021,12350,The Black Cleaver,Ravenous Hydra,Edge of Night,Ionian Boots of Lucidity,Long Sword,Pickaxe,0,165871,Lane.mid_lane,Role.solo
6,Japanese Import,Evelynn,False,Side.red,11,10,9,2.0,96,Smite,Flash,15,True,11914,11145,Ionian Boots of Lucidity,Enchantment: Runic Echoes,Hextech Protobelt-01,Rylai's Crystal Scepter,Aether Wisp,Negatron Cloak,77319,32124,Lane.jungle,Role.none
7,popgoestheglock,Morgana,False,Side.red,2,7,10,1.7142857142857142,44,Exhaust,Flash,14,False,8968,8410,Ruby Sightstone,Locket of the Iron Solari,Ionian Boots of Lucidity,Redemption,Frostfang,Amplifying Tome,14814,2627,Lane.bot_lane,Role.support
8,Sophist Sage,Sivir,False,Side.red,4,7,10,2.0,256,Heal,Flash,15,False,12262,10575,Doran's Blade,Vampiric Scepter,Essence Reaver,Statikk Shiv,Berserker's Greaves,B. F. Sword,12414,148980,Lane.bot_lane,Role.carry
9,Rokí,Ekko,False,Side.red,3,5,13,3.2,199,Flash,Teleport,16,False,11803,11175,Corrupting Potion,Rod of Ages,Iceborn Gauntlet,Ninja Tabi,Sunfire Cape,Spectre's Cowl,118404,20425,Lane.top_lane,Role.solo
