,Player Name,Champion,Win,Side,Kills,Deaths,Assists,KDA,CS,SSpell 1,SSpell 2,End Level,First Blood?,Gold Earned,Gold Spent,Item1,Item2,Item3,Item4,Item5,Item6,Magic Dmg,Physical Dmg,Lane,Role
0,Shroudedd,Jayce,False,Side.blue,1,9,8,1.0,199,Teleport,Flash,14,False,11010,10225,Doran's Blade,The Black Cleaver,Youmuu's Ghostblade,Caulfield's Warhammer,Mercury's Treads,Hexdrinker,12370,96622,Lane.top_lane,Role.solo
1,SKY Fear,Twitch,False,Side.blue,5,5,10,3.0,228,Flash,Heal,15,False,13271,12350,Doran's Blade,Infinity Edge,Runaan's Hurricane,Phantom Dancer,Berserker's Greaves,Hexdrinker,0,129425,Lane.bot_lane,Role.carry
2,Im Jonny,Graves,False,Side.blue,11,6,3,2.3333333333333335,200,Flash,Smite,16,True,14815,13625,Infinity Edge,Long Sword,Ninja Tabi,Maw of Malmortius,Phantom Dancer,Enchantment: Warrior,6181,189199,Lane.jungle,Role.none
3,daduu,Bard,False,Side.blue,1,10,9,1.0,13,Flash,Exhaust,13,False,8746,7225,Boots of Mobility,Eye of the Watchers,Aegis of the Legion,Control Ward,Redemption,,12912,4770,Lane.bot_lane,Role.support
4,Wolfelol,Brand,False,Side.blue,7,7,5,1.7142857142857142,193,Ignite,Flash,15,False,11840,10785,Rylai's Crystal Scepter,Morellonomicon,Blasting Wand,Sorcerer's Shoes,Needlessly Large Rod,Amplifying Tome,95566,14574,Lane.mid_lane,Role.solo
5,amoureux de toi,Ryze,True,Side.red,8,6,5,2.1666666666666665,229,Ghost,Flash,16,False,14328,12200,Rod of Ages,Morellonomicon,Seraph's Embrace,Sorcerer's Shoes,Giant's Belt,Needlessly Large Rod,192896,5388,Lane.mid_lane,Role.solo
6,a line of code,Lee Sin,True,Side.red,5,4,14,4.75,193,Smite,Flash,16,False,14113,11775,Tiamat,Enchantment: Warrior,Dead Man's Plate,Mercury's Treads,Maw of Malmortius,Ruby Crystal,26463,161243,Lane.jungle,Role.none
7,Peridot,Ekko,True,Side.red,11,5,7,3.6,274,Teleport,Flash,18,False,16297,13025,Doran's Ring,Hextech Gunblade,Nashor's Tooth,Blasting Wand,Mercury's Treads,Iceborn Gauntlet,172252,41935,Lane.top_lane,Role.solo
8,BaconSeeker,Karma,True,Side.red,1,5,26,5.4,29,Exhaust,Flash,15,False,10954,9675,Locket of the Iron Solari,Eye of the Watchers,Redemption,Forbidden Idol,Ionian Boots of Lucidity,Aether Wisp,19998,5883,Lane.bot_lane,Role.support
9,Jurassiq,Ezreal,True,Side.red,12,5,11,4.6,240,Flash,Heal,17,False,15948,15525,Blade of the Ruined King,The Bloodthirster,Ionian Boots of Lucidity,Iceborn Gauntlet,Muramana,Hexdrinker,13677,161860,Lane.bot_lane,Role.carry
