,Player Name,Champion,Win,Side,Kills,Deaths,Assists,KDA,CS,SSpell 1,SSpell 2,End Level,First Blood?,Gold Earned,Gold Spent,Item1,Item2,Item3,Item4,Item5,Item6,Magic Dmg,Physical Dmg,Lane,Role
0,er ber ter,Draven,False,Side.blue,17,11,8,2.272727272727273,309,Heal,Flash,18,False,22433,25120,Mortal Reminder,Mercurial Scimitar,The Bloodthirster,Guardian Angel,Infinity Edge,Phantom Dancer,0,299985,Lane.bot_lane,Role.carry
1,am Juicy,LeBlanc,False,Side.blue,15,13,6,1.6153846153846154,177,Flash,Ignite,17,True,17653,17870,Sorcerer's Shoes,Rabadon's Deathcap,Rylai's Crystal Scepter,Morellonomicon,Zhonya's Hourglass,Void Staff,135208,12046,Lane.mid_lane,Role.solo
2,Kirbumonnn,Morgana,False,Side.blue,0,9,29,3.2222222222222223,33,Exhaust,Flash,16,False,14659,13625,Redemption,Locket of the Iron Solari,Eye of the Watchers,Zeke's Harbinger,Raptor Cloak,Mercury's Treads,35074,10399,Lane.bot_lane,Role.support
3,Nero Valentine,Jayce,False,Side.blue,20,14,13,2.357142857142857,292,Teleport,Flash,18,False,21930,43975,Boots of Swiftness,The Black Cleaver,Youmuu's Ghostblade,,Maw of Malmortius,Serrated Dirk,46468,232862,Lane.top_lane,Role.solo
4,Lesu,Kha'Zix,False,Side.blue,8,11,16,2.1818181818181817,304,Smite,Flash,18,False,19684,22212,The Black Cleaver,Ravenous Hydra,Youmuu's Ghostblade,Death's Dance,Boots of Mobility,Dead Man's Plate,5183,320560,Lane.jungle,Role.none
5,Extreme Person,Shaco,True,Side.red,13,16,13,1.625,178,Ignite,Teleport,18,False,17941,16775,Morellonomicon,Sorcerer's Shoes,Lich Bane,Rabadon's Deathcap,Hextech Protobelt-01,Blasting Wand,127493,35289,Lane.top_lane,Role.solo
6,Strategics,Jhin,True,Side.red,21,9,16,4.111111111111111,287,Heal,Flash,18,False,22928,20625,Mortal Reminder,Infinity Edge,Essence Reaver,Ionian Boots of Lucidity,Rapid Firecannon,The Bloodthirster,33273,283261,Lane.bot_lane,Role.carry
7,Yellow Turd,Thresh,True,Side.red,4,11,29,3.0,56,Exhaust,Flash,18,False,15998,14025,Redemption,Locket of the Iron Solari,Face of the Mountain,Knight's Vow,Boots of Mobility,Ruby Sightstone,20429,9040,Lane.bot_lane,Role.support
8,ACuteKoreanGirI,Yasuo,True,Side.red,7,13,14,1.6153846153846154,335,Ignite,Flash,18,False,19448,17800,Phantom Dancer,Maw of Malmortius,Infinity Edge,The Bloodthirster,Ninja Tabi,Guardian Angel,34174,306789,Lane.mid_lane,Role.solo
9,yoko,Vi,True,Side.red,13,11,13,2.3636363636363638,154,Smite,Flash,18,False,17754,16233,Dead Man's Plate,Guardian Angel,Enchantment: Warrior,Mercury's Treads,Sterak's Gage,Trinity Force,1579,185987,Lane.jungle,Role.none
