,Player Name,Champion,Win,Side,Kills,Deaths,Assists,KDA,CS,SSpell 1,SSpell 2,End Level,First Blood?,Gold Earned,Gold Spent,Item1,Item2,Item3,Item4,Item5,Item6,Magic Dmg,Physical Dmg,Lane,Role
0,RealTeemo,Teemo,True,Side.blue,13,5,6,3.8,303,Ignite,Flash,18,False,18845,16325,Luden's Echo,Morellonomicon,Zz'Rot Portal,Void Staff,Nashor's Tooth,Sorcerer's Shoes,171579,48892,Lane.top_lane,Role.solo
1,Alicopter,Alistar,True,Side.blue,5,0,21,26.0,43,Ignite,Flash,16,False,13279,12850,Redemption,Knight's Vow,Randuin's Omen,Boots of Mobility,Face of the Mountain,Ruby Sightstone,17216,8353,Lane.bot_lane,Role.support
2,Àce,Ezreal,True,Side.blue,13,8,14,3.375,259,Flash,Heal,18,False,18614,17250,Blade of the Ruined King,Muramana,Mercurial Scimitar,Ionian Boots of Lucidity,Lord Dominik's Regards,Iceborn Gauntlet,28756,205505,Lane.bot_lane,Role.carry
3,fortitude of 300,Nautilus,True,Side.blue,5,6,8,2.1666666666666665,155,Flash,Smite,16,False,14032,13875,Enchantment: Cinderhulk,Locket of the Iron Solari,Knight's Vow,Boots of Swiftness,Dead Man's Plate,Frozen Heart,93591,50898,Lane.jungle,Role.none
4,SIMBASIMBA,Pantheon,True,Side.blue,15,8,7,2.75,202,Flash,Ignite,18,True,16589,15045,Maw of Malmortius,Youmuu's Ghostblade,The Black Cleaver,Boots of Swiftness,Duskblade of Draktharr,Negatron Cloak,15824,169133,Lane.mid_lane,Role.solo
5,lil Tigga ,Graves,False,Side.red,5,14,5,0.7142857142857143,216,Smite,Flash,17,False,13645,12825,Enchantment: Warrior,Quicksilver Sash,Edge of Night,The Bloodthirster,Berserker's Greaves,Long Sword,4443,197569,Lane.jungle,Role.none
6,ePark,Cassiopeia,False,Side.red,10,10,4,1.4,217,Flash,Ghost,17,False,14215,14085,Morellonomicon,Rylai's Crystal Scepter,Doran's Ring,Seraph's Embrace,Zhonya's Hourglass,Amplifying Tome,146160,10783,Lane.mid_lane,Role.solo
7,data88,Nasus,False,Side.red,2,8,2,0.5,368,Teleport,Flash,17,False,13949,13983,Trinity Force,Zz'Rot Portal,Guardian Angel,Spirit Visage,Mercury's Treads,Cloth Armor,77926,173123,Lane.top_lane,Role.solo
8,Frederick II,Vayne,False,Side.red,6,13,8,1.0769230769230769,226,Flash,Heal,16,False,13984,13680,Quicksilver Sash,Infinity Edge,Statikk Shiv,Berserker's Greaves,Vampiric Scepter,Phantom Dancer,30519,132898,Lane.bot_lane,Role.carry
9,Strifee,Morgana,False,Side.red,3,6,11,2.3333333333333335,57,Flash,Exhaust,15,False,11883,11575,Frozen Heart,Frost Queen's Claim,Redemption,Ruby Sightstone,Seeker's Armguard,Mercury's Treads,33765,5526,Lane.bot_lane,Role.support
