,Player Name,Champion,Win,Side,Kills,Deaths,Assists,KDA,CS,SSpell 1,SSpell 2,End Level,First Blood?,Gold Earned,Gold Spent,Item1,Item2,Item3,Item4,Item5,Item6,Magic Dmg,Physical Dmg,Lane,Role
0,19201730274,Diana,False,Side.blue,14,10,3,1.7,188,Flash,Ignite,17,True,13608,13675,Void Staff,Lich Bane,Zhonya's Hourglass,Abyssal Scepter,Sorcerer's Shoes,,106960,26575,Lane.mid_lane,Role.solo
1,J4keTheSn4ke,Kha'Zix,False,Side.blue,7,9,2,1.0,144,Smite,Flash,15,False,11421,10725,Youmuu's Ghostblade,Duskblade of Draktharr,Boots of Mobility,Phage,Stalker's Blade,Caulfield's Warhammer,4626,118808,Lane.jungle,Role.none
2,Flosstra,Sion,False,Side.blue,2,6,7,1.5,262,Flash,Teleport,17,False,12285,12225,Corrupting Potion,Frozen Heart,Zz'Rot Portal,Sunfire Cape,Spirit Visage,,81880,71335,Lane.top_lane,Role.solo
3,KlTE,Janna,False,Side.blue,0,8,8,1.0,15,Exhaust,Flash,14,False,8411,7525,Talisman of Ascension,Sightstone,Athene's Unholy Grail,Boots of Mobility,Chalice of Harmony,Faerie Charm,5783,2681,Lane.bot_lane,Role.support
4,Pimp Daddy CC,Draven,False,Side.blue,1,9,6,0.7777777777777778,190,Heal,Flash,14,False,10665,10500,Doran's Blade,Infinity Edge,The Bloodthirster,Berserker's Greaves,Zeal,,0,127539,Lane.bot_lane,Role.carry
5,Ixodez,Vayne,True,Side.red,14,4,7,5.25,296,Heal,Flash,18,False,18290,14275,Doran's Blade,,,Berserker's Greaves,Phantom Dancer,Maw of Malmortius,55983,171227,Lane.bot_lane,Role.carry
6,Anthøny,Zac,True,Side.red,11,0,15,26.0,182,Smite,Flash,18,False,16412,14225,Liandry's Torment,Randuin's Omen,Ionian Boots of Lucidity,Enchantment: Cinderhulk,Spirit Visage,Giant's Belt,155739,39398,Lane.jungle,Role.none
7,Alpha Centauri,LeBlanc,True,Side.red,9,9,3,1.3333333333333333,171,Ignite,Flash,16,False,13492,12700,Blasting Wand,Sorcerer's Shoes,Abyssal Scepter,Needlessly Large Rod,Morellonomicon,Void Staff,107930,14685,Lane.mid_lane,Role.solo
8,HeidiDoom,Sona,True,Side.red,3,5,15,3.6,20,Flash,Exhaust,15,False,11868,9550,Frost Queen's Claim,Redemption,Zz'Rot Portal,Sightstone,Sorcerer's Shoes,,18837,6612,Lane.bot_lane,Role.support
9,European Warrior,Riven,True,Side.red,5,6,3,1.3333333333333333,269,Ignite,Flash,17,False,13842,13325,Quicksilver Sash,Ravenous Hydra,Youmuu's Ghostblade,Pickaxe,The Black Cleaver,Ionian Boots of Lucidity,2148,178964,Lane.top_lane,Role.solo
