,Player Name,Champion,Win,Side,Kills,Deaths,Assists,KDA,CS,SSpell 1,SSpell 2,End Level,First Blood?,Gold Earned,Gold Spent,Item1,Item2,Item3,Item4,Item5,Item6,Magic Dmg,Physical Dmg,Lane,Role
0,MongolWarrior,Twitch,True,Side.blue,10,8,12,2.75,225,Heal,Flash,18,False,16320,14650,Statikk Shiv,Berserker's Greaves,Maw of Malmortius,Runaan's Hurricane,Infinity Edge,Long Sword,5562,148919,Lane.bot_lane,Role.carry
1,Is That Sony,Karma,True,Side.blue,3,7,17,2.857142857142857,46,Exhaust,Flash,17,False,12844,10875,Redemption,Locket of the Iron Solari,Eye of the Watchers,Refillable Potion,Ardent Censer,Ionian Boots of Lucidity,25445,7899,Lane.bot_lane,Role.support
2,all i want,Graves,True,Side.blue,11,11,8,1.7272727272727273,228,Flash,Smite,18,False,16887,14550,Enchantment: Warrior,Death's Dance,Phantom Dancer,Mercury's Treads,Maw of Malmortius,B. F. Sword,5564,227543,Lane.jungle,Role.none
3,W Yuè,Ahri,True,Side.blue,13,5,7,4.0,222,Flash,Ignite,18,False,15872,15085,Morellonomicon,Rylai's Crystal Scepter,Void Staff,Ionian Boots of Lucidity,Rabadon's Deathcap,Doran's Ring,93882,22689,Lane.mid_lane,Role.solo
4,effortlessly,Poppy,True,Side.blue,6,10,11,1.7,189,Teleport,Flash,18,False,14412,13525,Dead Man's Plate,Thornmail,Spectre's Cowl,Iceborn Gauntlet,Boots of Swiftness,Sunfire Cape,61737,94792,Lane.top_lane,Role.solo
5,ChrisOaty,Yasuo,False,Side.red,13,9,4,1.8888888888888888,279,Flash,Teleport,18,True,16240,16920,Infinity Edge,Phantom Dancer,Mercurial Scimitar,The Bloodthirster,Cloth Armor,Ninja Tabi,35901,200517,Lane.top_lane,Role.solo
6,bvcx222,Bard,False,Side.red,1,10,15,1.6,22,Flash,Ignite,14,False,9967,8825,Ruby Sightstone,Locket of the Iron Solari,Banner of Command,Control Ward,Forbidden Idol,Boots of Mobility,15748,3792,Lane.bot_lane,Role.support
7,Lukwer,LeBlanc,False,Side.red,9,11,9,1.6363636363636365,218,Flash,Teleport,17,False,14470,13775,Needlessly Large Rod,Rylai's Crystal Scepter,Doran's Ring,Void Staff,Sorcerer's Shoes,Morellonomicon,144024,14190,Lane.mid_lane,Role.solo
8,skyWtr,Evelynn,False,Side.red,7,8,14,2.625,158,Smite,Flash,17,False,14807,14360,Blasting Wand,Hextech Protobelt-01,Guardian Angel,Lich Bane,Sorcerer's Shoes,Enchantment: Runic Echoes,126999,46485,Lane.jungle,Role.none
9,Repfix,Jhin,False,Side.red,11,5,11,4.4,267,Heal,Flash,18,False,16792,15175,Infinity Edge,Youmuu's Ghostblade,Rapid Firecannon,Maw of Malmortius,Boots of Swiftness,B. F. Sword,7340,203152,Lane.bot_lane,Role.carry
