,Player Name,Champion,Win,Side,Kills,Deaths,Assists,KDA,CS,SSpell 1,SSpell 2,End Level,First Blood?,Gold Earned,Gold Spent,Item1,Item2,Item3,Item4,Item5,Item6,Magic Dmg,Physical Dmg,Lane,Role
0,Fîora,Yasuo,False,Side.blue,3,5,3,1.2,137,Flash,Teleport,12,False,7801,7475,Refillable Potion,Ninja Tabi,Phantom Dancer,Frozen Mallet,Doran's Shield,,24799,60705,Lane.top_lane,Role.solo
1,890,Lucian,False,Side.blue,1,8,4,0.625,146,Flash,Heal,11,False,7548,7100,Essence Reaver,Doran's Blade,Berserker's Greaves,Zeal,Dagger,,2122,70082,Lane.bot_lane,Role.carry
2,GG ReportMyADC,Janna,False,Side.blue,1,6,11,2.0,8,Exhaust,Flash,11,False,6754,6450,Frost Queen's Claim,Sightstone,Boots of Mobility,Control Ward,Redemption,,9568,1795,Lane.bot_lane,Role.support
3,Stemcellsx,Zed,False,Side.blue,3,5,6,1.8,139,Flash,Ignite,13,False,8049,7925,Youmuu's Ghostblade,The Black Cleaver,Ninja Tabi,Long Sword,,Control Ward,4582,72038,Lane.mid_lane,Role.solo
4,Jollz,Elise,False,Side.blue,10,8,6,2.0,78,Smite,Flash,12,False,9502,8950,Rylai's Crystal Scepter,Refillable Potion,Enchantment: Runic Echoes,Sorcerer's Shoes,Giant's Belt,Chain Vest,61804,15881,Lane.jungle,Role.none
5,uupa,Gangplank,True,Side.red,4,2,6,5.0,246,Flash,Teleport,16,False,13180,11483,Statikk Shiv,Trinity Force,Control Ward,Ionian Boots of Lucidity,,Infinity Edge,12950,219829,Lane.top_lane,Role.solo
6,Rank 1 Season 7,Shyvana,True,Side.red,11,2,4,7.5,219,Smite,Ghost,16,False,15010,15200,Titanic Hydra,Ninja Tabi,Blade of the Ruined King,Frozen Mallet,Enchantment: Bloodrazor,Null-Magic Mantle,78322,133297,Lane.jungle,Role.none
7,Thats a Neck,Orianna,True,Side.red,5,6,9,2.3333333333333335,131,Exhaust,Flash,14,False,10427,9385,Doran's Ring,Sorcerer's Shoes,Morellonomicon,Rylai's Crystal Scepter,Seeker's Armguard,Amplifying Tome,56374,11691,Lane.mid_lane,Role.solo
8,FRClan,Graves,True,Side.red,9,6,7,2.6666666666666665,193,Flash,Heal,14,True,13087,12450,Doran's Blade,Essence Reaver,Berserker's Greaves,Phantom Dancer,Infinity Edge,Vampiric Scepter,1532,132743,Lane.bot_lane,Role.carry
9,Xenonymity,Nami,True,Side.red,3,2,14,8.5,7,Flash,Exhaust,12,False,9772,8575,Frost Queen's Claim,Redemption,Boots of Mobility,Control Ward,Forbidden Idol,Ruby Sightstone,10728,6375,Lane.bot_lane,Role.support
