,Player Name,Champion,Win,Side,Kills,Deaths,Assists,KDA,CS,SSpell 1,SSpell 2,End Level,First Blood?,Gold Earned,Gold Spent,Item1,Item2,Item3,Item4,Item5,Item6,Magic Dmg,Physical Dmg,Lane,Role
0,Edge Lord ADC,Ashe,False,Side.blue,8,4,11,4.75,259,Flash,Heal,17,False,14307,12550,Infinity Edge,Doran's Blade,Runaan's Hurricane,Vampiric Scepter,Berserker's Greaves,Essence Reaver,3151,184564,Lane.bot_lane,Role.carry
1,The Coldshroom,Amumu,False,Side.blue,3,12,11,1.1666666666666667,105,Smite,Flash,15,False,10541,9600,Liandry's Torment,Enchantment: Cinderhulk,Spectre's Cowl,Cloth Armor,Ninja Tabi,Chain Vest,84233,19848,Lane.jungle,Role.none
2,Danny Cute Body,Miss Fortune,False,Side.blue,0,5,15,3.0,47,Exhaust,Flash,15,False,10676,9900,Youmuu's Ghostblade,Eye of the Watchers,Control Ward,Long Sword,The Black Cleaver,Ionian Boots of Lucidity,25014,43642,Lane.bot_lane,Role.support
3,aksn1per,Riven,False,Side.blue,10,9,4,1.5555555555555556,264,Flash,Teleport,18,False,14211,14175,The Black Cleaver,Maw of Malmortius,Ravenous Hydra,Guardian Angel,Ninja Tabi,,0,186606,Lane.top_lane,Role.solo
4,Not Code,Ryze,False,Side.blue,6,7,7,1.8571428571428572,270,Flash,Ghost,17,False,14068,14250,Needlessly Large Rod,Morellonomicon,Rod of Ages,Ionian Boots of Lucidity,Abyssal Scepter,Seraph's Embrace,216875,10741,Lane.mid_lane,Role.solo
5,Unstopebble,Karma,True,Side.red,1,7,20,3.0,13,Flash,Exhaust,15,False,12285,10025,Locket of the Iron Solari,Mikael's Crucible,Redemption,Eye of the Watchers,Control Ward,Ionian Boots of Lucidity,16356,4051,Lane.bot_lane,Role.support
6,Uul,Yasuo,True,Side.red,6,8,11,2.125,282,Teleport,Flash,18,False,15831,15950,Chain Vest,Phantom Dancer,Randuin's Omen,Frozen Mallet,Mercury's Treads,Infinity Edge,36124,185492,Lane.top_lane,Role.solo
7,Chanthirath,Tristana,True,Side.red,5,3,10,5.0,250,Flash,Heal,17,False,15728,14200,Berserker's Greaves,Infinity Edge,Mercurial Scimitar,Runaan's Hurricane,Doran's Blade,Rapid Firecannon,37060,168946,Lane.bot_lane,Role.carry
8,bae af,Kha'Zix,True,Side.red,16,7,5,3.0,139,Smite,Flash,18,True,16678,15175,Youmuu's Ghostblade,Hexdrinker,The Black Cleaver,Mercury's Treads,Enchantment: Warrior,Duskblade of Draktharr,8165,216291,Lane.jungle,Role.none
9,Yusui,LeBlanc,True,Side.red,9,2,7,8.0,210,Ignite,Flash,17,False,14758,12645,Rabadon's Deathcap,Sorcerer's Shoes,Morellonomicon,Amplifying Tome,Abyssal Scepter,The Dark Seal,121513,14071,Lane.mid_lane,Role.solo
