,Player Name,Champion,Win,Side,Kills,Deaths,Assists,KDA,CS,SSpell 1,SSpell 2,End Level,First Blood?,Gold Earned,Gold Spent,Item1,Item2,Item3,Item4,Item5,Item6,Magic Dmg,Physical Dmg,Lane,Role
0,WushuChampion,Lucian,True,Side.blue,4,7,9,1.8571428571428572,252,Flash,Heal,15,False,13247,11850,Doran's Blade,Infinity Edge,Berserker's Greaves,Statikk Shiv,Essence Reaver,Long Sword,20025,145934,Lane.bot_lane,Role.carry
1,Raptorspls,Twisted Fate,True,Side.blue,7,7,9,2.2857142857142856,200,Flash,Ghost,15,False,13923,11325,Zhonya's Hourglass,Lich Bane,Doran's Ring,Blasting Wand,Ionian Boots of Lucidity,Rod of Ages,119030,16288,Lane.mid_lane,Role.solo
2,melinkto,Poppy,True,Side.blue,11,2,10,10.5,202,Flash,Teleport,17,False,14861,11350,Raptor Cloak,Sunfire Cape,Doran's Shield,Dead Man's Plate,Boots of Swiftness,Spirit Visage,56292,81882,Lane.top_lane,Role.solo
3,Code,Shyvana,True,Side.blue,7,7,10,2.4285714285714284,219,Smite,Flash,17,False,14485,13350,Blade of the Ruined King,Dead Man's Plate,Ninja Tabi,Frozen Mallet,,Enchantment: Bloodrazor,89341,129943,Lane.jungle,Role.none
4,Pyrites,Lux,True,Side.blue,5,4,17,5.5,41,Flash,Exhaust,14,False,11993,10250,Frost Queen's Claim,Ruby Sightstone,,Ionian Boots of Lucidity,Mejai's Soulstealer,Luden's Echo,58215,5961,Lane.bot_lane,Role.support
5,Zepshun,Jax,False,Side.red,2,11,6,0.7272727272727273,204,Teleport,Flash,16,False,11407,9308,Mercury's Treads,Corrupting Potion,Trinity Force,Frozen Heart,Hextech Revolver,Control Ward,41331,108296,Lane.top_lane,Role.solo
6,Unholy Wish,Ahri,False,Side.red,9,5,6,3.0,225,Flash,Cleanse,17,False,12983,12585,Doran's Ring,Luden's Echo,Sorcerer's Shoes,Morellonomicon,Rabadon's Deathcap,Amplifying Tome,100132,17099,Lane.mid_lane,Role.solo
7,Horizonz,Zilean,False,Side.red,3,4,13,4.0,32,Flash,Exhaust,15,False,9838,10125,Locket of the Iron Solari,Mikael's Crucible,Ionian Boots of Lucidity,Eye of the Watchers,Raptor Cloak,Null-Magic Mantle,28754,4346,Lane.bot_lane,Role.support
8,Pustoi,Caitlyn,False,Side.red,4,8,8,1.5,184,Heal,Flash,14,False,11188,10750,Doran's Blade,Runaan's Hurricane,Berserker's Greaves,Infinity Edge,Lord Dominik's Regards,,463,117095,Lane.bot_lane,Role.carry
9,BiggestNoob,Lee Sin,False,Side.red,9,6,7,2.6666666666666665,112,Flash,Smite,15,True,11188,10625,Enchantment: Warrior,Cloth Armor,Spirit Visage,Ionian Boots of Lucidity,Dead Man's Plate,Chain Vest,21367,97706,Lane.jungle,Role.none
