,Player Name,Champion,Win,Side,Kills,Deaths,Assists,KDA,CS,SSpell 1,SSpell 2,End Level,First Blood?,Gold Earned,Gold Spent,Item1,Item2,Item3,Item4,Item5,Item6,Magic Dmg,Physical Dmg,Lane,Role
0,lc0nic,Zac,True,Side.blue,8,2,14,11.0,155,Flash,Smite,16,False,13164,11850,Enchantment: Cinderhulk,Spirit Visage,Randuin's Omen,Guardian Angel,,Ionian Boots of Lucidity,113785,21800,Lane.jungle,Role.none
1,PieCakeLord,Fiora,True,Side.blue,13,4,2,3.75,223,Teleport,Flash,16,False,14360,13980,Ravenous Hydra,The Bloodthirster,The Black Cleaver,Giant's Belt,Ionian Boots of Lucidity,Chain Vest,382,155460,Lane.top_lane,Role.solo
2,SandPaperX,Viktor,True,Side.blue,12,4,13,6.25,212,Flash,Ghost,16,False,14389,13260,Perfect Hex Core,Rabadon's Deathcap,Sheen,Ionian Boots of Lucidity,Rylai's Crystal Scepter,Amplifying Tome,147523,12069,Lane.mid_lane,Role.solo
3,Hakuho,Morgana,True,Side.blue,7,5,28,7.0,25,Ignite,Flash,14,False,12802,10900,Eye of the Watchers,Redemption,Hextech Protobelt-01,Control Ward,Boots of Mobility,Athene's Unholy Grail,20478,7626,Lane.bot_lane,Role.support
4,Cody Sun,Twitch,True,Side.blue,10,8,20,3.75,214,Heal,Flash,16,True,15064,15300,Blade of the Ruined King,Infinity Edge,Pickaxe,Berserker's Greaves,Runaan's Hurricane,Statikk Shiv,6663,147287,Lane.bot_lane,Role.carry
5,Akaadian,Lee Sin,False,Side.red,9,10,2,1.1,149,Flash,Smite,15,False,11659,11575,Ravenous Hydra,Enchantment: Warrior,Sightstone,Boots of Mobility,The Black Cleaver,Long Sword,19141,112431,Lane.jungle,Role.none
6,EnVy LOD,Ziggs,False,Side.red,7,7,5,1.7142857142857142,213,Ghost,Flash,15,False,11482,10600,Doran's Ring,Morellonomicon,Sorcerer's Shoes,Rylai's Crystal Scepter,Void Staff,,124128,15119,Lane.mid_lane,Role.solo
7,Myloo,Nautilus,False,Side.red,3,6,7,1.6666666666666667,193,Flash,Teleport,16,False,10488,9050,Control Ward,Randuin's Omen,Corrupting Potion,Ninja Tabi,Spectre's Cowl,Sunfire Cape,83176,28485,Lane.top_lane,Role.solo
8,Vincente Vu,Caitlyn,False,Side.red,3,12,6,0.75,179,Flash,Heal,14,False,10570,10625,Berserker's Greaves,Infinity Edge,Runaan's Hurricane,Zeal,,Doran's Blade,1130,115058,Lane.bot_lane,Role.carry
9,Winter is back,Sona,False,Side.red,1,15,11,0.8,15,Flash,Exhaust,13,False,7963,7825,Fiendish Codex,Ionian Boots of Lucidity,Control Ward,Eye of the Watchers,Null-Magic Mantle,Redemption,7657,4283,Lane.bot_lane,Role.support
