,Player Name,Champion,Win,Side,Kills,Deaths,Assists,KDA,CS,SSpell 1,SSpell 2,End Level,First Blood?,Gold Earned,Gold Spent,Item1,Item2,Item3,Item4,Item5,Item6,Magic Dmg,Physical Dmg,Lane,Role
0,Mr Rotation,Sivir,True,Side.blue,9,6,10,3.1666666666666665,238,Flash,Heal,16,False,15644,13225,Doran's Blade,Infinity Edge,Hexdrinker,Phantom Dancer,Berserker's Greaves,Essence Reaver,0,189646,Lane.bot_lane,Role.carry
1,amumumu,Soraka,True,Side.blue,0,11,20,1.8181818181818181,33,Flash,Exhaust,15,False,10679,9245,Ruby Sightstone,Talisman of Ascension,Redemption,Ionian Boots of Lucidity,Raptor Cloak,Negatron Cloak,16634,5535,Lane.bot_lane,Role.support
2,CloudNguyén,Rumble,True,Side.blue,10,10,22,3.2,160,Teleport,Flash,17,False,14743,13525,Hextech Protobelt-01,Zhonya's Hourglass,Void Staff,Null-Magic Mantle,Liandry's Torment,Sorcerer's Shoes,120162,15143,Lane.top_lane,Role.solo
3,SaintKilianv2,Ryze,True,Side.blue,7,7,12,2.7142857142857144,150,Smite,Flash,16,False,14074,13500,Needlessly Large Rod,Seraph's Embrace,Rod of Ages,Guardian Angel,Ionian Boots of Lucidity,Void Staff,151811,14557,Lane.jungle,Role.none
4,Scammerz,Katarina,True,Side.blue,15,10,9,2.4,198,Flash,Ignite,17,False,15535,14675,Rylai's Crystal Scepter,Hextech Gunblade,Void Staff,Blasting Wand,Abyssal Scepter,Sorcerer's Shoes,143728,9607,Lane.mid_lane,Role.solo
5,O N,Blitzcrank,False,Side.red,5,5,19,4.8,39,Flash,Ignite,16,False,11665,10500,Ruby Sightstone,Boots of Mobility,Knight's Vow,Face of the Mountain,Locket of the Iron Solari,Crystalline Bracer,15274,10888,Lane.bot_lane,Role.support
6,IHateD2Players,Lux,False,Side.red,4,8,7,1.375,209,Flash,Barrier,16,False,12698,11075,Doran's Ring,Luden's Echo,Morellonomicon,Doran's Ring,Sorcerer's Shoes,Void Staff,133291,13624,Lane.mid_lane,Role.solo
7,TQS Zuardian,Evelynn,False,Side.red,8,9,7,1.6666666666666667,197,Smite,Flash,17,False,13604,12625,Abyssal Scepter,Enchantment: Runic Echoes,Mejai's Soulstealer,Mercury's Treads,Lich Bane,Fiendish Codex,153801,51731,Lane.jungle,Role.none
8,Yagazuzi,Caitlyn,False,Side.red,16,8,9,3.125,220,Flash,Heal,16,True,16754,16700,Banshee's Veil,Berserker's Greaves,Maw of Malmortius,Runaan's Hurricane,Infinity Edge,Rapid Firecannon,1874,159588,Lane.bot_lane,Role.carry
9,I Starboy l,Jayce,False,Side.red,11,12,9,1.6666666666666667,174,Teleport,Flash,16,False,14093,12975,Doran's Blade,Edge of Night,Maw of Malmortius,Ionian Boots of Lucidity,The Bloodthirster,Last Whisper,14465,110021,Lane.top_lane,Role.solo
