,Player Name,Champion,Win,Side,Kills,Deaths,Assists,KDA,CS,SSpell 1,SSpell 2,End Level,First Blood?,Gold Earned,Gold Spent,Item1,Item2,Item3,Item4,Item5,Item6,Magic Dmg,Physical Dmg,Lane,Role
0,Plasma Lemon,Orianna,False,Side.blue,4,11,15,1.7272727272727273,146,Flash,Ignite,15,False,11587,11100,Morellonomicon,Sorcerer's Shoes,Doran's Ring,Abyssal Scepter,Rylai's Crystal Scepter,,88997,13536,Lane.mid_lane,Role.solo
1,Best Ninjas Na,Jhin,False,Side.blue,7,9,14,2.3333333333333335,189,Flash,Heal,15,False,13648,13150,Essence Reaver,Doran's Blade,Infinity Edge,Boots of Swiftness,Rapid Firecannon,Hexdrinker,17018,142868,Lane.bot_lane,Role.carry
2,Katy the Support,Sona,False,Side.blue,6,11,14,1.8181818181818181,17,Flash,Exhaust,13,False,11342,11095,Eye of the Watchers,Righteous Glory,Banner of Command,Raptor Cloak,Mercury's Treads,Negatron Cloak,12243,5035,Lane.bot_lane,Role.support
3,Fv Ares,Graves,False,Side.blue,13,7,9,3.142857142857143,248,Flash,Smite,18,False,16407,16425,Enchantment: Warrior,Death's Dance,Berserker's Greaves,Phantom Dancer,Maw of Malmortius,Duskblade of Draktharr,7731,223825,Lane.jungle,Role.none
4,singed420,Singed,False,Side.blue,1,12,10,0.9166666666666666,253,Ghost,Teleport,16,False,12052,11750,Zz'Rot Portal,Corrupting Potion,Boots of Swiftness,Spectre's Cowl,Dead Man's Plate,Rylai's Crystal Scepter,147517,6835,Lane.top_lane,Role.solo
5,ZosHa,Zac,True,Side.red,4,7,19,3.2857142857142856,92,Flash,Smite,15,False,12233,11170,Randuin's Omen,Enchantment: Cinderhulk,Ninja Tabi,Spirit Visage,Negatron Cloak,Chain Vest,76956,20545,Lane.jungle,Role.none
6,Hanjaro,Caitlyn,True,Side.red,8,5,10,3.6,253,Flash,Heal,16,False,15027,13200,Doran's Blade,Runaan's Hurricane,Infinity Edge,Berserker's Greaves,Mortal Reminder,Statikk Shiv,8880,228949,Lane.bot_lane,Role.carry
7,RichERich,Gangplank,True,Side.red,15,4,7,5.5,266,Flash,Teleport,17,False,18072,15583,Zeal,Trinity Force,Ionian Boots of Lucidity,Infinity Edge,Phantom Dancer,Lord Dominik's Regards,13648,291147,Lane.top_lane,Role.solo
8,Horny Pix,Morgana,True,Side.red,6,7,17,3.2857142857142856,45,Flash,Ignite,14,False,13121,11975,Ruby Sightstone,Frost Queen's Claim,Locket of the Iron Solari,Redemption,Boots of Mobility,Banner of Command,32546,8409,Lane.bot_lane,Role.support
9,Azzam,Katarina,True,Side.red,16,8,10,3.25,176,Flash,Ignite,17,True,14880,12825,The Dark Seal,Hextech Gunblade,Zhonya's Hourglass,Rylai's Crystal Scepter,Sorcerer's Shoes,Blasting Wand,121392,14494,Lane.mid_lane,Role.solo
