,Player Name,Champion,Win,Side,Kills,Deaths,Assists,KDA,CS,SSpell 1,SSpell 2,End Level,First Blood?,Gold Earned,Gold Spent,Item1,Item2,Item3,Item4,Item5,Item6,Magic Dmg,Physical Dmg,Lane,Role
0,Źyra,Zyra,False,Side.blue,6,15,4,0.6666666666666666,29,Flash,Ignite,13,True,10902,9795,Eye of the Watchers,Liandry's Torment,Void Staff,Sorcerer's Shoes,Amplifying Tome,,47315,4380,Lane.bot_lane,Role.support
1,Sanctus,Jayce,False,Side.blue,5,8,5,1.25,221,Flash,Teleport,15,False,12488,11725,Doran's Blade,Youmuu's Ghostblade,Ionian Boots of Lucidity,The Black Cleaver,Lord Dominik's Regards,B. F. Sword,18070,138535,Lane.top_lane,Role.solo
2,KT Score,Vayne,False,Side.blue,3,12,9,1.0,214,Heal,Flash,15,False,12465,12150,Infinity Edge,Statikk Shiv,The Bloodthirster,,,Berserker's Greaves,36955,105357,Lane.bot_lane,Role.carry
3,Wo Jiao Xiao E,Graves,False,Side.blue,6,8,7,1.625,179,Smite,Flash,16,False,12811,12850,Edge of Night,Enchantment: Warrior,Berserker's Greaves,Phantom Dancer,Duskblade of Draktharr,,6430,175637,Lane.jungle,Role.none
4,Best Trydyr Na,Orianna,False,Side.blue,14,10,7,2.1,253,Flash,Ghost,17,False,15595,15925,Rabadon's Deathcap,Abyssal Scepter,Blasting Wand,Sorcerer's Shoes,Morellonomicon,Rylai's Crystal Scepter,171829,17914,Lane.mid_lane,Role.solo
5,Lukwer,Varus,True,Side.red,10,3,17,9.0,222,Flash,Ghost,17,False,15827,14250,Lord Dominik's Regards,Youmuu's Ghostblade,Control Ward,Ionian Boots of Lucidity,Maw of Malmortius,Muramana,10552,188272,Lane.jungle,Role.none
6,Shorthop,Caitlyn,True,Side.red,8,11,19,2.4545454545454546,203,Flash,Heal,15,False,14230,14375,Infinity Edge,Blade of the Ruined King,Rapid Firecannon,Berserker's Greaves,Runaan's Hurricane,Control Ward,3079,149985,Lane.bot_lane,Role.carry
7,Eric1,Lee Sin,True,Side.red,11,9,12,2.5555555555555554,107,Smite,Flash,16,False,14000,13625,Dead Man's Plate,Enchantment: Warrior,Tiamat,Ninja Tabi,Maw of Malmortius,Guardian Angel,15986,105983,Lane.jungle,Role.none
8,KushaIa Daora,Kennen,True,Side.red,18,6,12,5.0,214,Flash,Teleport,18,False,17461,15200,Hextech Gunblade,Zhonya's Hourglass,Rylai's Crystal Scepter,Berserker's Greaves,Abyssal Scepter,Blasting Wand,107164,49806,Lane.top_lane,Role.solo
9,mackenzee,Thresh,True,Side.red,6,6,28,5.666666666666667,35,Exhaust,Flash,16,False,12258,10650,Ruby Sightstone,Talisman of Ascension,Redemption,Control Ward,Ionian Boots of Lucidity,Banshee's Veil,13563,6289,Lane.bot_lane,Role.support
