,Player Name,Champion,Win,Side,Kills,Deaths,Assists,KDA,CS,SSpell 1,SSpell 2,End Level,First Blood?,Gold Earned,Gold Spent,Item1,Item2,Item3,Item4,Item5,Item6,Magic Dmg,Physical Dmg,Lane,Role
0,aiopqwe,Ryze,True,Side.blue,4,9,13,1.8888888888888888,224,Flash,Teleport,18,False,14995,13900,Seraph's Embrace,Blasting Wand,Void Staff,Ionian Boots of Lucidity,Morellonomicon,Rod of Ages,175787,14702,Lane.top_lane,Role.solo
1,DrunkCatalyst,LeBlanc,True,Side.blue,10,10,10,2.0,167,Flash,Ignite,17,False,14926,14700,Rabadon's Deathcap,The Dark Seal,Sorcerer's Shoes,Morellonomicon,Abyssal Scepter,Void Staff,114144,9104,Lane.mid_lane,Role.solo
2,DoToT Returned,Lucian,True,Side.blue,12,8,11,2.875,360,Heal,Flash,18,False,20434,19600,Ionian Boots of Lucidity,Essence Reaver,Rapid Firecannon,Infinity Edge,The Bloodthirster,Lord Dominik's Regards,13881,324155,Lane.bot_lane,Role.carry
3,Zyra Bot,Vel'Koz,True,Side.blue,10,3,24,11.333333333333334,84,Flash,Exhaust,18,False,16871,14700,Sorcerer's Shoes,Void Staff,Zhonya's Hourglass,Rabadon's Deathcap,Needlessly Large Rod,Eye of the Watchers,91208,7041,Lane.bot_lane,Role.support
4,Chatless Wonder,Jarvan IV,True,Side.blue,12,10,13,2.5,157,Smite,Flash,18,False,16507,14850,Tiamat,Youmuu's Ghostblade,Enchantment: Warrior,The Black Cleaver,Duskblade of Draktharr,Boots of Swiftness,12528,174763,Lane.jungle,Role.none
5,Yarkbeezy,Soraka,False,Side.red,3,11,21,2.1818181818181817,19,Exhaust,Flash,17,False,12349,11400,Redemption,Talisman of Ascension,Locket of the Iron Solari,Ruby Sightstone,Glacial Shroud,Ionian Boots of Lucidity,12825,2536,Lane.bot_lane,Role.support
6,011894william,Poppy,False,Side.red,2,6,14,2.6666666666666665,208,Teleport,Flash,18,False,13803,12900,Spirit Visage,Mercury's Treads,Randuin's Omen,Guardian Angel,Sunfire Cape,,51642,106756,Lane.top_lane,Role.solo
7,goompa,Syndra,False,Side.red,7,13,7,1.0769230769230769,269,Ignite,Flash,17,False,15593,15270,Sorcerer's Shoes,Negatron Cloak,Zhonya's Hourglass,Rabadon's Deathcap,Morellonomicon,Void Staff,204691,17938,Lane.mid_lane,Role.solo
8,Radara,Kha'Zix,False,Side.red,19,6,5,4.0,221,Smite,Flash,18,True,19097,18550,Enchantment: Warrior,Ravenous Hydra,Youmuu's Ghostblade,Lord Dominik's Regards,Death's Dance,Mercury's Treads,7018,259755,Lane.jungle,Role.none
9,Slush,Vayne,False,Side.red,9,12,6,1.25,267,Flash,Heal,18,False,15670,15200,Berserker's Greaves,Blade of the Ruined King,Phantom Dancer,Maw of Malmortius,Infinity Edge,,0,174215,Lane.bot_lane,Role.carry
