,Player Name,Champion,Win,Side,Kills,Deaths,Assists,KDA,CS,SSpell 1,SSpell 2,End Level,First Blood?,Gold Earned,Gold Spent,Item1,Item2,Item3,Item4,Item5,Item6,Magic Dmg,Physical Dmg,Lane,Role
0,kàylè,Kayle,True,Side.blue,0,10,30,3.0,32,Exhaust,Flash,18,False,13886,11225,Locket of the Iron Solari,Redemption,Eye of the Watchers,Athene's Unholy Grail,Aether Wisp,Boots of Swiftness,25913,14175,Lane.bot_lane,Role.support
1,Topopotamus,Ezreal,True,Side.blue,7,8,18,3.125,245,Heal,Flash,18,False,17505,15733,Quicksilver Sash,Blade of the Ruined King,Berserker's Greaves,Trinity Force,Muramana,Mortal Reminder,22227,188487,Lane.bot_lane,Role.carry
2,Chewy is god,Rengar,True,Side.blue,9,8,14,2.875,254,Smite,Flash,18,False,18117,17075,Mercury's Treads,Sunfire Cape,Spirit Visage,Guardian Angel,Dead Man's Plate,Enchantment: Warrior,58681,193803,Lane.jungle,Role.none
3,Tobias Fate,Gangplank,True,Side.blue,12,9,11,2.5555555555555554,411,Flash,Exhaust,18,False,24123,21243,Infinity Edge,Youmuu's Ghostblade,Trinity Force,Lord Dominik's Regards,Statikk Shiv,Phantom Dancer,48092,489860,Lane.mid_lane,Role.solo
4,Koby,Jax,True,Side.blue,11,4,11,5.5,353,Flash,Teleport,18,False,20428,19908,Randuin's Omen,Trinity Force,Guardian Angel,Mercury's Treads,Maw of Malmortius,Hextech Gunblade,72155,202553,Lane.top_lane,Role.solo
5,Drowning,Annie,False,Side.red,6,6,10,2.6666666666666665,209,Flash,Ignite,17,False,15920,15200,Rylai's Crystal Scepter,Void Staff,Ionian Boots of Lucidity,Zhonya's Hourglass,Rod of Ages,Haunting Guise,123885,16293,Lane.mid_lane,Role.solo
6,daduu,Brand,False,Side.red,8,11,14,2.0,30,Flash,Exhaust,16,True,16095,13910,Sorcerer's Shoes,Amplifying Tome,Eye of the Watchers,Rylai's Crystal Scepter,Liandry's Torment,The Dark Seal,80105,8166,Lane.bot_lane,Role.support
7,Part The Sea,Yasuo,False,Side.red,7,7,5,1.7142857142857142,390,Flash,Exhaust,18,False,19287,19080,Blade of the Ruined King,Randuin's Omen,Mercury's Treads,Infinity Edge,Guardian Angel,Phantom Dancer,38087,260752,Lane.top_lane,Role.solo
8,Below Zero,Caitlyn,False,Side.red,9,8,14,2.875,310,Heal,Flash,18,False,21008,18425,The Bloodthirster,Lord Dominik's Regards,Runaan's Hurricane,Berserker's Greaves,Infinity Edge,Rapid Firecannon,3286,324948,Lane.bot_lane,Role.carry
9,nilhaG,Hecarim,False,Side.red,9,8,14,2.875,163,Ghost,Smite,18,False,17967,17258,Enchantment: Warrior,Thornmail,Maw of Malmortius,Sterak's Gage,Ninja Tabi,Trinity Force,36481,209527,Lane.jungle,Role.none
