,Player Name,Champion,Win,Side,Kills,Deaths,Assists,KDA,CS,SSpell 1,SSpell 2,End Level,First Blood?,Gold Earned,Gold Spent,Item1,Item2,Item3,Item4,Item5,Item6,Magic Dmg,Physical Dmg,Lane,Role
0,Mashiro l Shiina,Caitlyn,False,Side.blue,12,9,6,2.0,262,Heal,Flash,16,False,16280,14650,Berserker's Greaves,Runaan's Hurricane,Lord Dominik's Regards,Infinity Edge,Rapid Firecannon,Hexdrinker,4200,185717,Lane.bot_lane,Role.carry
1,BlackAndBluePain,Braum,False,Side.blue,0,11,10,0.9090909090909091,54,Flash,Exhaust,14,False,10054,9625,Sightstone,Locket of the Iron Solari,Mikael's Crucible,Knight's Vow,Boots of Mobility,Targon's Brace,10011,9169,Lane.bot_lane,Role.support
2,Arselan,LeBlanc,False,Side.blue,10,6,3,2.1666666666666665,206,Flash,Exhaust,17,False,13916,13925,Rabadon's Deathcap,Void Staff,Abyssal Scepter,Sorcerer's Shoes,Morellonomicon,,113336,16331,Lane.mid_lane,Role.solo
3,Darke,Nautilus,False,Side.blue,2,10,9,1.1,187,Flash,Teleport,16,True,11791,11805,Sunfire Cape,Mercury's Treads,Negatron Cloak,Chain Vest,Rod of Ages,Thornmail,85874,26109,Lane.top_lane,Role.solo
4,Chibify,Riven,False,Side.blue,5,12,6,0.9166666666666666,151,Flash,Smite,15,False,11964,11395,Enchantment: Warrior,Refillable Potion,Ravenous Hydra,Ionian Boots of Lucidity,Death's Dance,Negatron Cloak,1696,123503,Lane.jungle,Role.none
5,Hand of D Rapier,Poppy,True,Side.red,8,4,16,6.0,193,Teleport,Flash,18,False,14284,13350,Chain Vest,Mercury's Treads,Spirit Visage,Sunfire Cape,Guardian Angel,Iceborn Gauntlet,33296,100221,Lane.top_lane,Role.solo
6,Spirit W1nd,Graves,True,Side.red,8,6,15,3.8333333333333335,163,Smite,Flash,17,False,14894,13885,Enchantment: Warrior,The Bloodthirster,Phantom Dancer,The Black Cleaver,Berserker's Greaves,Cloth Armor,6386,192406,Lane.jungle,Role.none
7,DeadInternal,Jhin,True,Side.red,9,5,18,5.4,215,Flash,Heal,17,False,15623,12075,Doran's Blade,Youmuu's Ghostblade,Quicksilver Sash,Infinity Edge,Boots of Swiftness,Rapid Firecannon,9894,171642,Lane.bot_lane,Role.carry
8,Hanjaro,Lissandra,True,Side.red,5,7,15,2.857142857142857,53,Flash,Exhaust,15,False,12154,10475,Eye of the Watchers,Righteous Glory,Aegis of the Legion,Null-Magic Mantle,Ionian Boots of Lucidity,Morellonomicon,56118,5224,Lane.bot_lane,Role.support
9,Onat,Katarina,True,Side.red,18,7,6,3.4285714285714284,202,Ignite,Flash,17,False,16952,13750,Abyssal Scepter,Hextech Gunblade,Ionian Boots of Lucidity,Mejai's Soulstealer,Rylai's Crystal Scepter,Needlessly Large Rod,133749,19470,Lane.mid_lane,Role.solo
