,Player Name,Champion,Win,Side,Kills,Deaths,Assists,KDA,CS,SSpell 1,SSpell 2,End Level,First Blood?,Gold Earned,Gold Spent,Item1,Item2,Item3,Item4,Item5,Item6,Magic Dmg,Physical Dmg,Lane,Role
0,Témpest,Cassiopeia,True,Side.blue,6,8,12,2.25,210,Flash,Exhaust,18,False,14260,13025,Zhonya's Hourglass,Seraph's Embrace,Void Staff,Rylai's Crystal Scepter,Doran's Ring,,137543,11865,Lane.mid_lane,Role.solo
1,FZ3R0,Twitch,True,Side.blue,12,10,5,1.7,309,Flash,Heal,18,False,17408,17000,Infinity Edge,Berserker's Greaves,The Bloodthirster,Phantom Dancer,Statikk Shiv,Lord Dominik's Regards,47133,172801,Lane.bot_lane,Role.carry
2,Zib Nibbler,Karma,True,Side.blue,2,11,21,2.090909090909091,21,Flash,Exhaust,15,False,11851,9175,Forbidden Idol,Locket of the Iron Solari,Redemption,Eye of the Watchers,Control Ward,Ionian Boots of Lucidity,16711,3477,Lane.bot_lane,Role.support
3,fallenbandit,Irelia,True,Side.blue,4,9,9,1.4444444444444444,255,Flash,Teleport,17,False,15067,12933,Blade of the Ruined King,Corrupting Potion,Mercury's Treads,,Trinity Force,Maw of Malmortius,6038,168710,Lane.top_lane,Role.solo
4,The Meta Jungler,Kha'Zix,True,Side.blue,11,8,12,2.875,192,Flash,Smite,17,False,16059,13800,Enchantment: Warrior,Tiamat,Duskblade of Draktharr,Ionian Boots of Lucidity,Lord Dominik's Regards,Guardian Angel,8190,210006,Lane.jungle,Role.none
5,cute pupper irl,Alistar,False,Side.red,5,7,22,3.857142857142857,32,Flash,Ignite,14,False,11723,11135,Knight's Vow,Ruby Sightstone,Face of the Mountain,Locket of the Iron Solari,Boots of Mobility,Warden's Mail,11508,4795,Lane.bot_lane,Role.support
6,Yassuo,Yasuo,False,Side.red,13,11,5,1.6363636363636365,194,Flash,Ignite,16,False,14737,14475,Jaurim's Fist,Infinity Edge,The Bloodthirster,Mercury's Treads,Phantom Dancer,Giant's Belt,31609,126955,Lane.mid_lane,Role.solo
7,Santa Quas,Swain,False,Side.red,7,6,7,2.3333333333333335,310,Teleport,Flash,18,False,15956,14850,Zhonya's Hourglass,Abyssal Scepter,Rod of Ages,The Dark Seal,Ninja Tabi,Rabadon's Deathcap,173525,20614,Lane.top_lane,Role.solo
8,im Dusk,Olaf,False,Side.red,14,4,20,8.5,172,Smite,Ghost,18,True,16793,15400,Enchantment: Cinderhulk,Randuin's Omen,Spirit Visage,Ionian Boots of Lucidity,Dead Man's Plate,Guardian Angel,27834,133647,Lane.jungle,Role.none
9,Whisper,Jhin,False,Side.red,7,7,17,3.4285714285714284,209,Heal,Flash,16,False,15280,15500,Infinity Edge,Mercurial Scimitar,Boots of Swiftness,Essence Reaver,,Rapid Firecannon,6691,147573,Lane.bot_lane,Role.carry
