,Player Name,Champion,Win,Side,Kills,Deaths,Assists,KDA,CS,SSpell 1,SSpell 2,End Level,First Blood?,Gold Earned,Gold Spent,Item1,Item2,Item3,Item4,Item5,Item6,Magic Dmg,Physical Dmg,Lane,Role
0,Beyoutiful,Katarina,False,Side.blue,9,5,12,4.2,210,Ignite,Flash,17,False,13407,13020,Fiendish Codex,Hextech Gunblade,Zhonya's Hourglass,Sorcerer's Shoes,Rylai's Crystal Scepter,Negatron Cloak,135768,16926,Lane.mid_lane,Role.solo
1,Yasubro,Evelynn,False,Side.blue,4,14,9,0.9285714285714286,175,Ignite,Flash,15,False,11564,11250,The Dark Seal,Lich Bane,Sorcerer's Shoes,Rabadon's Deathcap,Hextech Protobelt-01,,92374,25324,Lane.top_lane,Role.solo
2,Zyko,Nami,False,Side.blue,0,6,21,3.5,18,Exhaust,Flash,14,False,9726,8625,Redemption,Locket of the Iron Solari,Sightstone,Glacial Shroud,Boots of Mobility,Frostfang,10220,6444,Lane.bot_lane,Role.support
3,KlvA,Miss Fortune,False,Side.blue,12,11,8,1.8181818181818181,234,Heal,Flash,16,False,15447,15450,Ionian Boots of Lucidity,Youmuu's Ghostblade,Duskblade of Draktharr,The Black Cleaver,Sterak's Gage,Vampiric Scepter,8374,162625,Lane.bot_lane,Role.carry
4,SPACE JUNGLER X,Olaf,False,Side.blue,12,5,14,5.2,169,Smite,Ghost,16,False,14876,14075,Tiamat,The Black Cleaver,Dead Man's Plate,Enchantment: Cinderhulk,Ionian Boots of Lucidity,Spirit Visage,31018,139317,Lane.jungle,Role.none
5,zaqwsxcde,Lux,True,Side.red,7,5,12,3.8,211,Flash,Teleport,17,False,14986,12485,Amplifying Tome,Morellonomicon,Sorcerer's Shoes,The Dark Seal,Luden's Echo,Rabadon's Deathcap,157554,15371,Lane.mid_lane,Role.solo
6,XcOuNtEr sTr1kE,Wukong,True,Side.red,16,7,8,3.4285714285714284,223,Flash,Teleport,17,True,17531,17458,Dead Man's Plate,The Black Cleaver,Ninja Tabi,Maw of Malmortius,Trinity Force,B. F. Sword,5551,164664,Lane.top_lane,Role.solo
7,BestLucianAfrica,Alistar,True,Side.red,3,10,15,1.8,52,Exhaust,Flash,14,False,12111,11825,Face of the Mountain,Mikael's Crucible,Locket of the Iron Solari,Ruby Sightstone,Boots of Mobility,Redemption,16888,8764,Lane.bot_lane,Role.support
8,Ehdy,Vi,True,Side.red,8,5,13,4.2,151,Smite,Flash,17,False,14523,13275,Enchantment: Warrior,Glacial Shroud,Banshee's Veil,Dead Man's Plate,Mercury's Treads,Guardian Angel,4823,166487,Lane.jungle,Role.none
9,Altrum,Vayne,True,Side.red,6,10,7,1.3,201,Flash,Heal,15,False,13879,12625,Blade of the Ruined King,Berserker's Greaves,Quicksilver Sash,Infinity Edge,Doran's Blade,Statikk Shiv,42827,112452,Lane.bot_lane,Role.carry
