,Player Name,Champion,Win,Side,Kills,Deaths,Assists,KDA,CS,SSpell 1,SSpell 2,End Level,First Blood?,Gold Earned,Gold Spent,Item1,Item2,Item3,Item4,Item5,Item6,Magic Dmg,Physical Dmg,Lane,Role
0,TeddyRO,Twisted Fate,False,Side.blue,10,12,5,1.25,91,Flash,Smite,14,True,11846,11525,Blade of the Ruined King,Wit's End,Recurve Bow,Boots of Swiftness,Enchantment: Bloodrazor,Pickaxe,31022,55201,Lane.jungle,Role.none
1,Flaresz,Riven,False,Side.blue,3,10,9,1.2,236,Flash,Teleport,16,False,12583,12600,Maw of Malmortius,Ravenous Hydra,Quicksilver Sash,Youmuu's Ghostblade,Ionian Boots of Lucidity,,102,161088,Lane.top_lane,Role.solo
2,IKingVex,Ezreal,False,Side.blue,4,7,4,1.1428571428571428,222,Barrier,Flash,15,False,11934,11983,Doran's Blade,Trinity Force,The Bloodthirster,Muramana,,Ionian Boots of Lucidity,20021,109002,Lane.mid_lane,Role.solo
3,C9 Lemon,Lulu,False,Side.blue,1,7,17,2.5714285714285716,17,Ignite,Flash,15,False,9160,8675,Forbidden Idol,Redemption,Locket of the Iron Solari,Ruby Sightstone,The Dark Seal,Boots of Mobility,17838,4587,Lane.bot_lane,Role.support
4,C9 Sneaky,Caitlyn,False,Side.blue,11,7,9,2.857142857142857,226,Flash,Heal,16,False,14370,14200,,Mercurial Scimitar,Infinity Edge,Berserker's Greaves,Runaan's Hurricane,Rapid Firecannon,5158,160634,Lane.bot_lane,Role.carry
5,Daarr,Graves,True,Side.red,18,4,7,6.25,217,Flash,Smite,18,False,17735,18162,Enchantment: Warrior,Ninja Tabi,The Bloodthirster,Guardian Angel,Phantom Dancer,Maw of Malmortius,7398,236072,Lane.jungle,Role.none
6,Riesig,Lissandra,True,Side.red,7,4,9,4.0,275,Flash,Teleport,17,False,14803,14075,Morellonomicon,Hextech GLP-800,Void Staff,,Sorcerer's Shoes,Zhonya's Hourglass,179674,12440,Lane.top_lane,Role.solo
7,Licorice,Vayne,True,Side.red,8,10,6,1.4,175,Flash,Heal,15,False,13081,11575,Quicksilver Sash,Zeal,Berserker's Greaves,Doran's Blade,Statikk Shiv,Infinity Edge,17238,86730,Lane.bot_lane,Role.carry
8,RF Legendary,Blitzcrank,True,Side.red,2,5,20,4.4,34,Flash,Ignite,14,False,10035,9250,Eye of the Equinox,Redemption,Randuin's Omen,Boots of Swiftness,Control Ward,,11668,7710,Lane.bot_lane,Role.support
9,You all boosted,Kassadin,True,Side.red,8,6,11,3.1666666666666665,194,Flash,Teleport,16,False,13720,11770,The Dark Seal,Zhonya's Hourglass,Ionian Boots of Lucidity,Rod of Ages,Morellonomicon,Sheen,88763,20494,Lane.mid_lane,Role.solo
