,Player Name,Champion,Win,Side,Kills,Deaths,Assists,KDA,CS,SSpell 1,SSpell 2,End Level,First Blood?,Gold Earned,Gold Spent,Item1,Item2,Item3,Item4,Item5,Item6,Magic Dmg,Physical Dmg,Lane,Role
0,zlsna,Jayce,True,Side.blue,3,3,5,2.6666666666666665,255,Flash,Teleport,17,False,14569,13025,B. F. Sword,Lord Dominik's Regards,Youmuu's Ghostblade,The Black Cleaver,Vampiric Scepter,Boots of Swiftness,34040,171154,Lane.top_lane,Role.solo
1,Scherb,Blitzcrank,True,Side.blue,1,7,14,2.142857142857143,28,Flash,Exhaust,13,False,9671,8275,Knight's Vow,Sightstone,Righteous Glory,Relic Shield,Boots of Mobility,Null-Magic Mantle,9117,7885,Lane.bot_lane,Role.support
2,Štarboy,Vayne,True,Side.blue,9,4,9,4.5,212,Heal,Flash,16,False,14996,14875,Giant Slayer,Statikk Shiv,Mercurial Scimitar,Berserker's Greaves,Infinity Edge,Last Whisper,31938,118586,Lane.bot_lane,Role.carry
3,LL Stylish,Zed,True,Side.blue,12,5,5,3.4,230,Smite,Flash,18,False,16255,13000,Enchantment: Warrior,Mortal Reminder,Maw of Malmortius,,Mercury's Treads,The Black Cleaver,12276,205616,Lane.jungle,Role.none
4,Shiphtur,Ekko,True,Side.blue,6,5,9,3.0,188,Teleport,Flash,16,False,13446,12000,Rabadon's Deathcap,Hextech Protobelt-01,The Dark Seal,Lich Bane,Mercury's Treads,,128594,18426,Lane.mid_lane,Role.solo
5,SandPaperX,Karma,False,Side.red,5,4,13,4.5,41,Flash,Exhaust,14,False,10268,9525,Eye of the Watchers,Redemption,Locket of the Iron Solari,Ionian Boots of Lucidity,Chalice of Harmony,Control Ward,35001,6015,Lane.bot_lane,Role.support
6,Vladfire1 BG ,Sejuani,False,Side.red,7,3,5,4.0,158,Smite,Flash,15,False,11312,9950,Randuin's Omen,Frozen Heart,Ninja Tabi,Enchantment: Cinderhulk,,,105437,34772,Lane.mid_lane,Role.support
7,Daarr,Cassiopeia,False,Side.red,4,10,9,1.3,183,Flash,Exhaust,15,True,11136,11020,Void Staff,Tear of the Goddess,Rylai's Crystal Scepter,Control Ward,Negatron Cloak,Morellonomicon,112319,6727,Lane.mid_lane,Role.carry
8,Descraton,Caitlyn,False,Side.red,7,9,4,1.2222222222222223,289,Heal,Flash,16,False,13670,11875,Doran's Blade,Infinity Edge,Berserker's Greaves,Runaan's Hurricane,Rapid Firecannon,B. F. Sword,2934,202289,Lane.bot_lane,Role.carry
9,Lose is improved,Nautilus,False,Side.red,1,5,6,1.4,237,Teleport,Flash,16,False,10851,10000,Doran's Shield,Warden's Mail,Dead Man's Plate,Sunfire Cape,Giant's Belt,Ninja Tabi,117973,26260,Lane.top_lane,Role.solo
