,Player Name,Champion,Win,Side,Kills,Deaths,Assists,KDA,CS,SSpell 1,SSpell 2,End Level,First Blood?,Gold Earned,Gold Spent,Item1,Item2,Item3,Item4,Item5,Item6,Magic Dmg,Physical Dmg,Lane,Role
0,Winter is back,Lulu,True,Side.blue,1,9,29,3.3333333333333335,26,Flash,Exhaust,14,False,12393,10735,Ionian Boots of Lucidity,Locket of the Iron Solari,Redemption,Eye of the Watchers,Amplifying Tome,Mikael's Crucible,12043,7377,Lane.bot_lane,Role.support
1,Àsunà,Twitch,True,Side.blue,8,5,16,4.8,200,Heal,Flash,16,False,14502,12100,Runaan's Hurricane,Infinity Edge,Doran's Blade,Quicksilver Sash,Mortal Reminder,Berserker's Greaves,2129,158134,Lane.bot_lane,Role.carry
2,Snik,Elise,True,Side.blue,11,6,17,4.666666666666667,182,Smite,Flash,16,False,15364,13400,Hextech Protobelt-01,Abyssal Scepter,Rylai's Crystal Scepter,Mercury's Treads,Enchantment: Runic Echoes,Chain Vest,144147,36976,Lane.jungle,Role.none
3,lc0nic,Poppy,True,Side.blue,6,4,13,4.75,201,Flash,Teleport,17,False,14227,11595,Chain Vest,Sunfire Cape,Iceborn Gauntlet,Mercury's Treads,Spirit Visage,Negatron Cloak,44559,101033,Lane.top_lane,Role.solo
4,Command Attack,Orianna,True,Side.blue,12,4,10,5.5,297,Barrier,Flash,18,False,17203,14250,Doran's Ring,Void Staff,Morellonomicon,Sorcerer's Shoes,Rabadon's Deathcap,Guardian Angel,194862,23040,Lane.mid_lane,Role.solo
5,Erry,Jhin,False,Side.red,8,7,8,2.2857142857142856,252,Heal,Flash,15,True,15246,14650,Control Ward,Phantom Dancer,Rapid Firecannon,Essence Reaver,Infinity Edge,Boots of Swiftness,18447,202954,Lane.bot_lane,Role.carry
6,YummiBananas,Rengar,False,Side.red,8,8,8,2.0,195,Smite,Flash,17,False,15004,13550,Enchantment: Warrior,Pickaxe,Dead Man's Plate,The Black Cleaver,Spirit Visage,Mercury's Treads,18799,207791,Lane.jungle,Role.none
7,KarasMai,Karma,False,Side.red,3,8,22,3.125,42,Flash,Ignite,13,False,12270,11160,Amplifying Tome,Redemption,Locket of the Iron Solari,Eye of the Watchers,Ardent Censer,Boots of Mobility,28825,6566,Lane.bot_lane,Role.support
8,Ayo Its Jango,Nasus,False,Side.red,3,4,10,3.25,256,Teleport,Flash,15,False,14148,14200,Randuin's Omen,Zz'Rot Portal,Sheen,Guardian Angel,Mercury's Treads,Spirit Visage,85331,42516,Lane.top_lane,Role.solo
9,Annie Bot,Annie,False,Side.red,6,11,11,1.5454545454545454,239,Teleport,Flash,16,False,13893,14250,Hextech Protobelt-01,Void Staff,Rylai's Crystal Scepter,Rabadon's Deathcap,,Ionian Boots of Lucidity,132859,11787,Lane.mid_lane,Role.solo
