,Player Name,Champion,Win,Side,Kills,Deaths,Assists,KDA,CS,SSpell 1,SSpell 2,End Level,First Blood?,Gold Earned,Gold Spent,Item1,Item2,Item3,Item4,Item5,Item6,Magic Dmg,Physical Dmg,Lane,Role
0,SquirreI,Thresh,False,Side.blue,1,3,1,0.6666666666666666,28,Flash,Exhaust,8,False,4205,3450,Targon's Brace,Sightstone,Refillable Potion,Boots of Mobility,Control Ward,Ruby Crystal,4182,3721,Lane.bot_lane,Role.support
1,Archer85,Lucian,False,Side.blue,0,7,1,0.14285714285714285,148,Flash,Heal,10,False,5918,5425,Refillable Potion,,,Berserker's Greaves,Essence Reaver,Doran's Blade,1064,52195,Lane.bot_lane,Role.carry
2,2Pàc,Vi,False,Side.blue,1,3,0,0.3333333333333333,71,Flash,Smite,9,False,5156,4175,Enchantment: Warrior,Refillable Potion,Serrated Dirk,,Boots of Speed,,912,54466,Lane.jungle,Role.none
3,TheDescendedOne,Yasuo,False,Side.blue,3,5,1,0.8,153,Exhaust,Flash,12,False,7006,6425,Doran's Blade,Doran's Blade,Jaurim's Fist,Phantom Dancer,Boots of Speed,Giant's Belt,23276,51798,Lane.mid_lane,Role.solo
4,The Coldshroom,Teemo,False,Side.blue,1,7,0,0.14285714285714285,122,Ignite,Flash,10,False,5434,5125,Hextech Revolver,Doran's Ring,Kindlegem,Sorcerer's Shoes,Seeker's Armguard,,38042,12976,Lane.top_lane,Role.solo
5,emV,Nasus,True,Side.red,3,0,6,9.0,148,Flash,Teleport,13,False,9600,8183,Zz'Rot Portal,Corrupting Potion,,Ninja Tabi,Trinity Force,,52495,36999,Lane.top_lane,Role.solo
6,Tai Draven,Draven,True,Side.red,10,1,1,11.0,161,Flash,Heal,12,False,11701,10250,Doran's Blade,Infinity Edge,The Bloodthirster,Berserker's Greaves,Zeal,,1259,101397,Lane.bot_lane,Role.carry
7,CsCs Scientist,Lulu,True,Side.red,0,1,13,13.0,4,Flash,Exhaust,11,False,7140,6350,Eye of the Watchers,Mikael's Crucible,Ionian Boots of Lucidity,Crystalline Bracer,,,4257,5595,Lane.bot_lane,Role.support
8,A Platypus,Syndra,True,Side.red,7,3,3,3.3333333333333335,163,Ghost,Flash,13,False,9866,6350,,Doran's Ring,,Sorcerer's Shoes,Morellonomicon,Needlessly Large Rod,97161,12766,Lane.mid_lane,Role.solo
9,Hyosung,Rek'Sai,True,Side.red,5,1,9,14.0,141,Flash,Smite,13,True,10156,9225,Bami's Cinder,Titanic Hydra,Refillable Potion,Stalker's Blade,The Black Cleaver,Boots of Speed,16315,97434,Lane.jungle,Role.none
