,Player Name,Champion,Win,Side,Kills,Deaths,Assists,KDA,CS,SSpell 1,SSpell 2,End Level,First Blood?,Gold Earned,Gold Spent,Item1,Item2,Item3,Item4,Item5,Item6,Magic Dmg,Physical Dmg,Lane,Role
0,Brief,Olaf,False,Side.blue,1,8,7,1.0,164,Teleport,Ghost,15,False,10658,10700,Ninja Tabi,Righteous Glory,Guardian Angel,Kindlegem,The Black Cleaver,Cloth Armor,707,103140,Lane.top_lane,Role.solo
1,Nero Valentine,Talon,False,Side.blue,8,14,6,1.0,228,Ignite,Flash,16,False,13756,13525,Ionian Boots of Lucidity,Mortal Reminder,Youmuu's Ghostblade,Control Ward,The Black Cleaver,Duskblade of Draktharr,2178,153657,Lane.mid_lane,Role.solo
2,Rip To My Cigar,Graves,False,Side.blue,5,5,4,1.8,212,Flash,Smite,15,False,12835,11700,Enchantment: Warrior,Phantom Dancer,The Black Cleaver,Berserker's Greaves,Vampiric Scepter,Last Whisper,4388,181975,Lane.jungle,Role.none
3,GalileoGalilley,Jhin,False,Side.blue,7,6,5,2.0,272,Flash,Heal,16,False,14103,12500,Doran's Blade,Youmuu's Ghostblade,Boots of Swiftness,Rapid Firecannon,Mortal Reminder,B. F. Sword,8485,185823,Lane.bot_lane,Role.carry
4,iOddOrange,Blitzcrank,False,Side.blue,1,11,6,0.6363636363636364,38,Flash,Ignite,12,False,8413,7600,Face of the Mountain,Sightstone,Boots of Mobility,Warden's Mail,Spectre's Cowl,Giant's Belt,10513,9884,Lane.bot_lane,Role.support
5,776,Lee Sin,True,Side.red,11,6,18,4.833333333333333,127,Flash,Smite,16,False,14785,13825,Giant's Belt,Enchantment: Warrior,Randuin's Omen,Ninja Tabi,Dead Man's Plate,Thornmail,29600,132249,Lane.jungle,Role.none
6,wakanari,Janna,True,Side.red,2,5,25,5.4,15,Flash,Exhaust,15,False,11285,9775,Redemption,Talisman of Ascension,Ruby Sightstone,,Ninja Tabi,Aegis of the Legion,5465,6935,Lane.bot_lane,Role.support
7,EDG SLICER,Urgot,True,Side.red,13,3,13,8.666666666666666,207,Flash,Teleport,17,True,15650,13875,The Black Cleaver,Zz'Rot Portal,Randuin's Omen,Frozen Heart,Ninja Tabi,Chain Vest,3231,118722,Lane.top_lane,Role.solo
8,k7o2slqdoc7pvgym,Xerath,True,Side.red,10,4,19,7.25,262,Ghost,Flash,18,False,16858,13750,Morellonomicon,Rabadon's Deathcap,Sorcerer's Shoes,Mejai's Soulstealer,Rylai's Crystal Scepter,Blasting Wand,223997,17655,Lane.mid_lane,Role.solo
9,SoV NSFW,Ezreal,True,Side.red,8,4,14,5.5,203,Flash,Heal,15,False,14898,11833,Lord Dominik's Regards,Muramana,Trinity Force,Long Sword,Ionian Boots of Lucidity,Vampiric Scepter,25303,128896,Lane.bot_lane,Role.carry
