,Player Name,Champion,Win,Side,Kills,Deaths,Assists,KDA,CS,SSpell 1,SSpell 2,End Level,First Blood?,Gold Earned,Gold Spent,Item1,Item2,Item3,Item4,Item5,Item6,Magic Dmg,Physical Dmg,Lane,Role
0,SupaIsntAPenguin,Vi,True,Side.blue,4,0,5,9.0,88,Flash,Smite,12,False,8176,6550,Refillable Potion,Enchantment: Warrior,Phage,Ninja Tabi,Dagger,Sheen,1365,88388,Lane.jungle,Role.none
1,Bird Machine,Anivia,True,Side.blue,4,2,5,4.5,160,Teleport,Flash,13,False,9463,7045,Doran's Ring,Rod of Ages,Needlessly Large Rod,Ionian Boots of Lucidity,Negatron Cloak,Tear of the Goddess,80149,10323,Lane.mid_lane,Role.solo
2,nooblordx,Kayle,True,Side.blue,6,2,0,3.0,171,Teleport,Flash,14,False,9329,6850,Doran's Ring,Nashor's Tooth,Doran's Ring,Boots of Speed,Runaan's Hurricane,,72474,32558,Lane.top_lane,Role.solo
3,BilI Clinton,Thresh,True,Side.blue,1,2,10,5.5,26,Exhaust,Flash,9,False,6357,4450,Refillable Potion,Face of the Mountain,Sightstone,Ionian Boots of Lucidity,,,5644,5113,Lane.bot_lane,Role.support
4,lil rawr xD,Twitch,True,Side.blue,7,1,7,14.0,157,Flash,Heal,12,False,9771,8025,Doran's Blade,Infinity Edge,Refillable Potion,Berserker's Greaves,Runaan's Hurricane,,0,89207,Lane.bot_lane,Role.carry
5,Fluorescently,Janna,False,Side.red,1,4,4,1.25,7,Exhaust,Flash,9,True,4839,4475,Frostfang,Redemption,Boots of Speed,Sightstone,,,4364,1601,Lane.bot_lane,Role.support
6,SJC Cali,Ezreal,False,Side.red,0,5,3,0.6,114,Flash,Heal,9,False,5770,5860,Doran's Blade,Manamune,Ionian Boots of Lucidity,Glacial Shroud,Refillable Potion,Sapphire Crystal,6827,42641,Lane.bot_lane,Role.carry
7,my bad team,Ryze,False,Side.red,2,5,2,0.8,144,Flash,Ghost,12,False,6810,6775,Tear of the Goddess,Lost Chapter,Fiendish Codex,Doran's Ring,Rod of Ages,Ionian Boots of Lucidity,68149,8140,Lane.mid_lane,Role.solo
8,veadead2,Yasuo,False,Side.red,1,6,1,0.3333333333333333,130,Teleport,Flash,11,False,6104,5800,Doran's Shield,Refillable Potion,Phantom Dancer,Doran's Blade,Ninja Tabi,Pickaxe,16263,39016,Lane.top_lane,Role.solo
9,Volibèar,Shyvana,False,Side.red,3,2,2,2.5,67,Flash,Smite,10,False,5900,5550,Enchantment: Bloodrazor,Mercury's Treads,Jaurim's Fist,Ruby Crystal,Refillable Potion,,28650,26514,Lane.jungle,Role.none
